GENUS.SPECIES,DORMANCY.CLASS
Annona glabra,MPD
Annona hypoglauca,MPD
Annona montana,MPD
Annona muricata,MD
Annona nitida,MPD
Annona spraguei,MPD
Annona squamosa,MPD
Annona squamosa,MPD
Anoda cristata,PY
Anogeissus acuminata,PD
Anogeissus latifolia,PD
Anogeissus latifolia,PD
Anogeissus pendula,ND
Anogeissus pendula,PD
Anogeissus pendula,PD
Anonidium mannii,MD
Anopyxis klaineana,ND
Anthemis biebersteinii,PD
Anthemis cotula,PD
Anthemis glaberrima,PD
Anthemis leucanthemifolium,PD
Anthemis melampodina,PD
Anthemis ruthenica,PD
Anthocephalus cadamba,ND
Anthocephalus cadamba,ND
Anthocephalus chinensis,ND
Anthocephalus chinensis,PD
Anthocephalus chinensis,PD
Anthocleista nobilis,ND
Anthocleista zambesiaca,ND
Anthocleista zambesiaca,PD
Anthodon panamense,PD
Anthonotha crassifolia,PY
Anthonotha fragrans,PY
Anthonotha macrophylla,PY
Anthospermum aethiopecum,PD
Anthospermum rigidum,PD
Anthostema aubryanum,ND
Anthotroche walcottii,PD
Anthriscus caucalis,MPD
Anthriscus sylvestris,MPD
Anthriscus vulgaris,MPD
Anthrocercis littorea,PD
Anthropodium milleflorum,MPD
Anthropodium minus,MPD
Anthropodium strictum,MPD
Anthurium gracileb,ND
Anthurium scherzerianum,ND
Anthyllis barba-jovis,PY
Anthyllis cytisoides,PY
Anthyllis lagascana,PY
Anthyllis maritima,PY
Anthyllis vulneraria,PY
Anthyllis vulneraria,PY
Anthyllis vulneraria,PY
Antiaris africana,ND
Antiaris toxicaria,ND
Antiaris toxicaria,ND
Antiaris toxicaria,PD
Antiaris welwitschii,PD
Antidesma bunius,PD
Antidesma japonicum,ND
Antidesma montanum,PD
Antidesma neurocarpum,PD
Antidesma platyphyllum,PD
Antidesma sootepense,PD
Antirhea chinensis,PD
Antirhea tricantha,PD
Antrocaryon klaineanum,PD
Antrocaryon micraster,PD
Antrocaryon nannanii,ND
Apeiba aspera,PY
Apeiba burchelli,PY
Apeiba membranacea,PY
Apeiba membranacea,PY
Apeiba tibourbou,PY
Apera spica-venti,PD
Aphanamixis polystachya,ND
Aphanamixis polystachya,PD
Aphananthe aspera,PD
Aphanes arvensis,PD
Aphania paucijuga,ND
Aphanopetalum clematideum,ND
Apium prostratum,MD
Apium repens,MPD
Apocynum androsaemifolium,PD
Apodytes dimidiata,MPD
Aporosa arborea,ND
Aporosa aurea,ND
Aporosa benthamiana,ND
Aporosa chinensis,ND
Aporosa dioica,ND
Aporosa dioica,PD
Aporosa latifolia,PD
Aporosa lindleyana,ND
Aporosa macrostachya,PD
Aporosa miqueliana,ND
Aporosa prainana,ND
Aporosa stellifera,PD
Aporrhiza urophylla,ND
Aporusa villosa,ND
Aporusa villosa,PD
Aporusa wallichii,ND
Aporusa wallichii,PD
Apterosperma oblata,PD
Apuleia leiocarpa,ND
Apuleia leiocarpa,ND
Apuleia leiocarpa,PY
Apuleia leiocarpa,PY
Aquilaria agallocha,ND
Aquilaria agallocha,ND
Aquilaria beccariana,ND
Aquilaria crassna,ND
Aquilaria crassna,ND
Aquilaria crassna,ND
Aquilaria crassna,PD
Aquilaria filaria,PD
Aquilaria hirta,ND
Aquilaria malaccensis,ND
Aquilaria microcarpa,ND
Aquilaria sinensis,ND
Aquilegia chrysantha,MD
Aquilegia oxysepala,MPD
Arabidopsis thaliana,PD
Arabis laevigata,PD
Arabis nemorensis,PD
Arabis pendula,PD
Arabis serotina,PD
Arabis shortii,PD
Aralia chinensis,MPD
Aralia elata,MPD
Aralia elata,MPD
Aralia hispida,MPD
Aralia nudicaulis,MPD
Aralia spinosa,MPD
Aralia spinosa,MPD
Aralia thomsonii,MD
Araucaria angustifolia,ND
Araucaria angustifolia,PD
Araucaria angustifolia,PD
Araucaria araucana,ND
Araucaria araucana,PD
Araucaria bidwillii,ND
Araucaria bidwillii,PD
Araucaria columnaris,ND
Araucaria cunninghamii,ND
Araucaria cunninghamii,PD
Araucaria heterophylla,ND
Araucaria hunsteinii,ND
Araujia sericifera,ND
Arbus precatorius,PY
Arbutus andrachne,PD
Arbutus canariensis,PD
Arbutus menziesii,PD
Arbutus menziesii,PD
Arbutus unedo,PD
Arcangelisia loureire,PD
Archidendron clypearia,ND
Archidendron lucidum,ND
Archontophoenix alexandrae,MPD
Archontophoenix cunninghamiana,MPD
Arctium lappa,PD
Arctium minus,ND
Arctostaphylos glandulosa,PD
Arctostaphylos patula,PD
Arctostaphylos patula,PD
Arctostaphylos uva-ursi,PD
Arctostaphylos uva-ursi,PD
Arctotheca calendula,PD
Arctotheca calendula,PD
Arctotis fastuosa,PD
Arctotis stoechadifolia,PD
Arctous ruber,PD
Ardisia colorata,ND
Ardisia colorata,PD
Ardisia crassa,PD
Ardisia crenata,ND
Ardisia crenata,PD
Ardisia escallonioides,PD
Ardisia guianensis,PD
Ardisia kunstleri,PD
Ardisia oxyphylla,PD
Ardisia punctata,PD
Ardisia quinquegona,PD
Ardisia quinquegona,PD
Ardisia standleyana,PD
Areca aliciae,MD
Areca catechu,MPD
Areca concinna,MPD
Areca langloisiana,MPD
Areca latiloba,MPD
Areca triandra,MD
Areca triandra,MPD
Arenaria fontinalis,PD
Arenaria glabra,PD
Arenaria kansuensis,PD
Arenaria meyeri,ND
Arenaria meyeri,PD
Arenaria patula,PD
Arenaria serpyllifolia,PD
Arenaria stricta,PD
Arenga engleri,MPD
Arenga microcarpa,MPD
Arenga obtusifolia,MPD
Arenga pinnata,MPD
Arenga tremula,MPD
Arenga undulatifolia,MPD
Arenga wightii,MPD
Argania spinosa,PD
Argemone glauca,MPD
Argemone mexicana,MPD
Argemone ochroleuca,MPD
Argroxiphium sandwicense,PD
Argyranthemum adauctum,PD
Argyranthemum broussonetii,PD
Argyranthemum coronopifolium,PD
Argyranthemum ebbii,PD
Argyranthemum escarrei,PD
Argyranthemum foeniculaceum,PD
Argyranthemum frutescens,PD
Argyranthemum gracile,PD
Argyranthemum haouarytheum,PD
Argyranthemum hierrense,PD
Argyranthemum lemsii,PD
Argyranthemum maderense,PD
Argyranthemum sventenii,PD
Argyranthemum teneriffae,PD
Argyreia nervosa,ND
Argyreia nervosa,PY
Argyreia nervosa,PY
Argyrodendron actinophyllum,ND
Argyrodendron polyandrum,ND
Argyrodendron trifoliolatum,ND
Argyrolobium uniflorum,PY
Argyrolobium zanonii,PY
Aridaria noctiflora,PD
Arikuryroba schizophylla,MPD
Ariocarpus kotschoubeyanus,PD
Ariocarpus retusus,PD
Arisaema amurense,MPD
Arisaema dracontium,MPD
Arisaema rubescens,MPD
Arisaema triphyllum,MPD
Aristea africana,PD
Aristea racemosa,PD
Aristida armata,PD
Aristida beyrichiana,PD
Aristida congesta,PD
Aristida contorta,PD
Aristida gibbosa,PD
Aristida holathera,PD
Aristida latifolia,PD
Aristida longespica,PD
Aristida mendocina,ND
Aristida ramosa,PD
Aristida ramosa,PD
Aristida recurvata,PD
Aristida stipitata,PD
Aristida torta,PD
Aristida triseta,PD
Aristolochia heterophylla,MD
Aristolochia kaempferii,MD
Aristolochia macrophylla,MPD
Aristolochia manshuriensis,MPD
Aristolochia tomentosa,MPD
Aristolochia triangulares,MD
Aristolochia zollingeriana,MD
Aristotelia chilensis,PD
Aristotelia serrata,PD
Armeniaca sibirca,PD
Armeria linkiana,PD
Armeria maritima,PD
Arnebia benthamii,PD
Arnocrinum preissii,MPD
Aromadendron elegans,MD
Aronia melanocarpa,PD
Arrabidaea conjugata,ND
Arrabidaea conjugata,PD
Arrabidea triplinervia,PD
Artemisia absinthium,PD
Artemisia anethoides,PD
Artemisia arenaria,PD
Artemisia arenaria,PD
Artemisia argri,PD
Artemisia biennis,PD
Artemisia californica,PD
Artemisia campestris,PD
Artemisia cana,ND
Artemisia cretacea,PD
Artemisia desertorum,PD
Artemisia desertorum,PD
Artemisia dracunculus,PD
Artemisia dubia,PD
Artemisia dubia,PD
Artemisia frigida,ND
Artemisia frigida,PD
Artemisia fukudo,PD
Artemisia hedinii,ND
Artemisia japonica,ND
Artemisia macrocephala,PD
Artemisia maritima,PD
Artemisia mauiensis,ND
Artemisia mongolica,ND
Artemisia monosperma,ND
Artemisia monosperma,PD
Artemisia nova,PD
Artemisia ordosica,PD
Artemisia ordosica,PD
Artemisia princeps,ND
Artemisia roxburghiana,PD
Artemisia sacrorum,ND
Artemisia santolinifolia,ND
Artemisia scoparia,PD
Artemisia sieversiana,ND
Artemisia sieversiana,PD
Artemisia skorniakovii,PD
Artemisia sphaerocephala,PD
Artemisia sphaerocephalum,PD
Artemisia triangularis,PD
Artemisia tridentata,PD
Artemisia vestita,PD
Artemisia vulgaris,PD
Arthrophyllum diversifolium,MPD
Arthrophyllum ovalifolium,MD
Arthropodium cirratum,MPD
Arthrosamanea altissima,ND
Artocarpus altilis,PD
Artocarpus anisophyllus,ND
Artocarpus chaplasha,ND
Artocarpus elasticus,ND
Artocarpus gomezianus,ND
Artocarpus gomezianus,PD
Artocarpus heterophyllus,ND
Artocarpus hirsuta,ND
Artocarpus hypargyreus,ND
Artocarpus hypargyreus,PD
Artocarpus integer,PD
Artocarpus integrifolia,ND
Artocarpus lakoocha,ND
Artocarpus lakoocha,ND
Artocarpus lanceifolius,ND
Artocarpus lanceolata,ND
Artocarpus lowii,ND
Artocarpus nitidus,ND
Artocarpus nobilis,ND
Artocarpus odoratissimus,ND
Artocarpus rigidus,ND
Artocarpus styracifolius,ND
Arum maculatum,MPD
Aruncus dioicus,PD
Arundinaria falcata,ND
Arundinaria gigantea,ND
Arundinaria gigantea,PD
Arundinaria intermedia,ND
Arytera littoralis,ND
Asarum canadense,MPD
Ascarina lucida,MPD
Ascarina lucida,MPD
Asclepias amplexicaulis,PD
Asclepias fascicularis,PD
Asclepias floridana,PD
Asclepias fruticosa,PD
Asclepias incarnata,PD
Asclepias meadii,PD
Asclepias ovalifolia,PD
Asclepias sullivantii,PD
Asclepias syriaca,PD
Asclepias tuberosa,PD
Asclepias tuberosa,PD
Asclepias viridiflora,PD
Asimina triloba,MPD
Askidiosperma andreaeanum,PD
Askidiosperma andreanum,PD
Askidiosperma paniculatum,PD
Aspalathus abietina,PY
Aspalathus albens,PY
Aspalathus araneosa,PY
Aspalathus astroites,PY
Aspalathus capensis,PY
Aspalathus cephalotes,PY
Aspalathus divericata,PY
Aspalathus ericifolia,PY
Aspalathus hispida,PY
Aspalathus neglecta,PY
Aspalathus radiata,PY
Aspalathus spinescens,PY
Aspalathus spinosissima,PY
Asparagus acutifolius,PD
Asparagus acutifolius,PD
Asparagus africanus,ND
Asparagus gibbus,PD
Asparagus laricinus,ND
Asparagus longiflorus,PD
Asparagus pearsonii,ND
Asparagus racemosus,PD
Asperugo procumbens,PD
Asphodelus tenuifolius,MPD
Asphodelus tenuifolius*,MPD
Aspidopserma fendleri,ND
Aspidosperma album,ND
Aspidosperma cruenta,ND
Aspidosperma cylindrocarpon,ND
Aspidosperma discolor,ND
Aspidosperma oblongum,ND
Aspidosperma parvifolium,ND
Aspidosperma parvifolium,ND
Aspidosperma polyneuron,ND
Aspidosperma pyrifolium,ND
Aspidosperma ramiflorum,ND
Aspidosperma spruceanum,ND
Aspidosperma subincanum,ND
Aspiodsperma cuspa,ND
Aspiodsperma dasycarpon,ND
Aspiodsperma dasycarpon,PD
Aspiodsperma macrocarpon,ND
Aspiodsperma tomentosum,ND
Astartea fascicularis,PD
Astartea fascicularis,PD
Astelia fragans,MPD
Astelia menziesiana,MPD
Aster ageratoides,PD
Aster ageratoides,PD
Aster albescens,ND
Aster amellus,PD
Aster azureus,PD
Aster diplostephioides,ND
Aster divaricatus,PD
Aster drummondii,PD
Aster ericoides,ND
Aster flaccidus,PD
Aster hallii,PD
Aster harveyanus,ND
Aster hispidus,ND
Aster kantoensis,PD
Aster laevis,PD
Aster lanceolatus,PD
Aster lateriflorus,PD
Aster laurentianus,PD
Aster linariifolius,PD
Aster novae-angliae,PD
Aster oblongifolius,PD
Aster oolentangiensis,PD
Aster pilosus,PD
Aster poliothamnus,PD
Aster poliothamnus,PD
Aster praealtus,PD
Aster ptarmicoides,PD
Aster puniceus,ND
Aster sagittifolius,PD
Aster sagittifolius,PD
Aster shortii,PD
Aster souliei,PD
Aster tripolium,PD
Aster yunnanensis,ND
Asteranthera ovata,PD
Asterolasia buxifolia,PD
Asterolasia elegans,PD
Asteromyrtus brassii,ND
Asteromyrtus symphyocarpa,ND
Astilbe chinensis,PD
Astragalus adsurgens,PY
Astragalus adsurgens,PY
Astragalus adsurgens,PY
Astragalus bhotanensis,PY
Astragalus bibullatus,PY
Astragalus bisulatus,PY
Astragalus borodini,PY
Astragalus canadensis,PY
Astragalus cicer,PY
Astragalus crassicarpus,PY
Astragalus cyclophyllon,PY
Astragalus dahuricus,PY
Astragalus falcatus,PY
Astragalus fenzelianus,PY
Astragalus floridus,PY
Astragalus globiceps,PY
Astragalus granatensis,PY
Astragalus hamosus,PY
Astragalus hamosus,PY
Astragalus hamousus,PY
Astragalus lentiginosus,PY
Astragalus magdalenae,PY
Astragalus mahischanicus,PY
Astragalus melilotoides,PY
Astragalus membranaceus,PY
Astragalus monadelphus,PY
Astragalus mongholicus,PY
Astragalus pastorius,PY
Astragalus peteiae,PY
Astragalus polycladus,PY
Astragalus siliquosus,PY
Astragalus stenoceras,PY
Astragalus striatus,PY
Astragalus tanguticus,PY
Astragalus tennesseensis,PY
Astragalus tongolensis,PY
Astragalus weigoldianus,PY
Astrebla lappacea,PD
Astrebla pectinata,PD
Astrocaryum aculeatum,MPD
Astrocaryum chambira,MPD
Astrocaryum jauary,MPD
Astrocaryum standleyanum,MPD
Astrocaryum vulgare,MPD
Astroloma baxteri,MPD
Astroloma ciliatum,MPD
Astroloma epacridis,MPD
Astroloma macrocalyx,MPD
Astroloma microcalyx,MPD
Astroloma microdonta,MPD
Astroloma serratifolium,MPD
Astroloma xerophyllum,MPD
Astronium concinnum,ND
Astronium fraxinifolium,ND
Astronium fraxinifolium,PD
Astronium graveolens,ND
Astronium lecointei,ND
Astronium urundeuva,ND
Astronium urundeuva,PD
Astronium urundeuva,PD
Astronium urunduna,ND
Astronium urunduna,PD
Astrophytum capricorne,PD
Astrophytum myriostigma,PD
Astrotricha floccosa,MPD
Asystasia gangetica,PD
Atalaya hemiglauca,PY
Atherosperma moschatum,ND
Atherosperma moschatum,PD
Athroisma stuhlmanii,PD
Athrotaxis cupressoides,PD
Athrotaxis selaginoides,ND
Atractogyne gabonii,ND
Atractylodes macrocephala,PD
Atraphaxis bracteata,PD
Atraphaxis spinosa,ND
Atraphaxis suaedifolia,PD
Atriplex amnicola,PD
Atriplex arenaria,PD
Atriplex bunburyana,ND
Atriplex canescens,PD
Atriplex canescens,PD
Atriplex canescens,PD
Atriplex capensis,PD
Atriplex centralasiatica,PD
Atriplex centralasiatica,PD
Atriplex confertifolia,PD
Atriplex cordobensis,PD
Atriplex cordobensis,PD
Atriplex dimorphostegia,PD
Atriplex dimorphostegia,PD
Atriplex gardneri,PD
Atriplex glabriuscula,PD
Atriplex gmelinii,PD
Atriplex griffithii,PD
Atriplex halimus,PD
Atriplex hastata,PD
Atriplex inflata,PD
Atriplex laciniata,PD
Atriplex lampa,PD
Atriplex lampa,PD
Atriplex lentiformis,PD
Atriplex leucophylla,PD
Atriplex muelleri,PD
Atriplex nummularia,PD
Atriplex nummularia,PD
Atriplex nummularia,PD
Atriplex obovata,PD
Atriplex obovata,PD
Atriplex patens,PD
Atriplex patula,PD
Atriplex patula,PD
Atriplex patula,PD
Atriplex polycarpa,ND
Atriplex polycarpa,PD
Atriplex polycarpa,PD
Atriplex prostrata,PD
Atriplex repanda,PD
Atriplex sagittata,PD
Atriplex semibaccata,PD
Atriplex sibirica,PD
Atriplex spongiosa,PD
Atriplex undulata,PD
Atriplex vesicaria,PD
Atropa belladonna,PD
Atropis pamtrica,PD
Attalea dubia,MPD
Attalea maripa,MPD
Attalea speciosa,MPD
Atylosia albicans,PY
Atylosia cajanifolia,PY
Atylosia lineata,PY
Atylosia platycarpa,PY
Atylosia scarabaeoides,PY
Atylosia sericea,PY
Atylosia volubilis,PY
Aubrevillea kerstingii,ND
Aubrevillea platycarpa,ND
Aucoumea klaineana,ND
Aucuba japonica,MD
Audouinia capitata,PD
Aukoumea klaineana,ND
Austrocedrus chilensis,PD
Austrodanthonia caespitosa,PD
Austrodanthonia tenuior,ND
Austrodanthonia tenuior,PD
Austroplenckia populnea,PD
Austrostipa compressa,PD
Austrostipa elegantissima,ND
Austrostipa macalpinei,PD
Austrostipa rudis,PD
Austrostipa scabra,PD
Austrostipa setacea,PD
Auxemma glazioviana,PD
Auxemma oncocalyx,PD
Avena fatua,ND
Avena fatua,PD
Averrhoa carambola,ND
Avicenna alba,ND
Avicenna officinalis,ND
Avicennia germinanscr,ND
Avicennia marinacr,ND
Avicennia officinaliscr,ND
Avicennia schauerianacr,ND
Axonopus barbigerus,PD
Axonopus canescens,PD
Axyris amaranthoides,PD
Axyris amaranthoides,PD
Axyris hybrida,PD
Axyris prostrata,PD
Azadirachta excelsa,ND
Azadirachta indica,ND
Azanza garckeana,ND
Azara integrifolia,PD
Azara lanceolata,PD
Azara petiolaris,PD
Azara serrata,PD
Azorella compacta,MPD
Aztekium ritterii,PD
Baccaurea brevipes,PD
Baccaurea griffithii,ND
Baccaurea lanceolata,PD
Baccaurea macrocarpa,PD
Baccaurea maingayi,ND
Baccaurea minor,ND
Baccaurea motleyana,ND
Baccaurea parviflora,ND
Baccaurea parviflora,PD
Baccaurea polyneura,ND
Baccaurea pyriformis,ND
Baccaurea racemosa,PD
Baccaurea ramiflora,ND
Baccaurea reticulata,ND
Baccaurea reticulata,PD
Baccaurea sapida,PD
Baccaurea sumatrana,ND
Baccharis crispa,PD
Baccharis dracunculifolia,ND
Baccharis halimifolia,PD
Baccharis magellanica,ND
Baccharis neglecta,ND
Baccharis patagonica,ND
Baccharis racemosa,ND
Baccharis retusa,ND
Baccharis sphacrocephala,ND
Baccharis trimera,PD
Bacopa acuminata,PD
Bactris acanthocarpa,MPD
Bactris gasipaes,MPD
Bactris major,MPD
Bactris rhaphidacantha,MPD
Bacularia monostachya,MPD
Baeckea behrii,PD
Baeckea camphorosmae,PD
Baeckea diosmifolia,PD
Baeckea elderana,PD
Baeckea frutescens,PD
Baeckea grandiflora,PD
Baeckea imbricata,PD
Baeckea pachyphylla,PD
Baeckea robusta,PD
Baeckea staminosa,PD
Baeckea subcuneata,PD
Baeckea tenuiramea,PD
Baeckea uncinella,PD
Bagassa guianensis,ND
Baillonella toxisperma,ND
Baillonella toxisperma,PD
Balakata baccata,PD
Balanites aegyptiaca,ND
Balanites aegyptiaca,PD
Balanites roxburghii,PD
Balanites wilsoniana,PD
Balanocarpus heimii,ND
Balaustion microphyllum,PD
Balaustion pulcherrimum,PD
Baldellia ranunculoides,ND
Balfourodendron riedelianum,PD
Balizia pedicellaris,PY
Ballota africana,PD
Ballota nigra,PD
Balsamocarpon brevifolium,PY
Balsamorhiza sagitata,PD
Balsamorhiza sagittata,PD
Balsamorhiza sagittata,PD
Bambusa arnhemica,ND
Bambusa arundinacea,ND
Bambusa glaucescens,ND
Bambusa polymorpha,ND
Bambusa tulda,ND
Bambusa tulda,ND
Banara arguta,ND
Banara guianensis,ND
Banksia aemula,ND
Banksia aspleniifolia,ND
Banksia audax,PD
Banksia baueri,PD
Banksia baxteri,PD
Banksia benthamiana,PD
Banksia brownii,ND
Banksia burdettii,PD
Banksia caleyi,PD
Banksia coccinea,ND
Banksia cuneata,ND
Banksia dentata,ND
Banksia dryandroides,PD
Banksia elderana,PD
Banksia elegans,PD
Banksia epica,ND
Banksia ericifolia,ND
Banksia goodii,PD
Banksia grandis,ND
Banksia hookeriana,ND
Banksia ilicifolia,PD
Banksia integrifolia,ND
Banksia integrifolia,ND
Banksia integrifolia,ND
Banksia laevigata,ND
Banksia lemanniana,PD
Banksia lindleyana,PD
Banksia marginata,ND
Banksia media,PD
Banksia meisneri,ND
Banksia menziesii,PD
Banksia oblongifolia,ND
Banksia occidentalis,ND
Banksia oligantha,ND
Banksia petiolaris,PD
Banksia praemorsa,PD
Banksia pulchella,PD
Banksia quercifolia,PD
Banksia repens,PD
Banksia semi-nuda,ND
Banksia serrata,ND
Banksia serratifolia,ND
Banksia solandri,PD
Banksia speciosa,PD
Banksia sphaerocarpa,ND
Banksia tricuspis,PD
Banksia verticillata,ND
Banksia violacea,PD
Baphia bancoensis,ND
Baphia kirkii,ND
Baphia leptobotrys,ND
Baphia nitida,ND
Baptisia alba,PY
Baptisia australis,PY
Baptisia australis,PY
Baptisia bracteata,PY
Baptisia leucantha,PY
Baptisia leucophaea,PY
Baptisia tinctoria,PY
Barbarea vulgaris,PD
Barringtonia asiatica,PD
Barringtonia macrostachya,PD
Barringtonia scortechinii,PD
Basella rubra,ND
Bassia birchii,PD
Bassia dasyphylla,PD
Bassia latifolia,ND
Bassia longifolia,ND
Bastardiopsis densiflora,ND
Batesia floribunda,PY
Batrachium bungi,MPD
Batrachium eradicatum,MPD
Bauhinia carronii,PD
Bauhinia carronii,PY
Bauhinia championii,PY
Bauhinia corymbosa,PY
Bauhinia cunninghamii,PD
Bauhinia cunninghamii,PY
Bauhinia divaricata,ND
Bauhinia divaricata,PY
Bauhinia forficata,ND
Bauhinia glauca,PY
Bauhinia longifolia,PY
Bauhinia malabarica,PY
Bauhinia monandra,ND
Bauhinia monandra,ND
Bauhinia multinerva,ND
Bauhinia petersiana,ND
Bauhinia petersiana,PY
Bauhinia purpurea,ND
Bauhinia racemosa,PY
Bauhinia racemosa,PY
Bauhinia rufescens,PY
Bauhinia thonningii,PY
Bauhinia ungulata,ND
Bauhinia ungulata,PY
Bauhinia ungulata,PY
Bauhinia vahlii,ND
Bauhinia variegata,ND
Bauhinia variegata,ND
Bauhinia variegata,PY
Beaucarnea gracilis,ND
Beaufortia bracteosa,PD
Beaufortia decussata,PD
Beaufortia eriocephala,PD
Beaufortia incana,PD
Beaufortia interstans,PD
Beaufortia macrostemon,PD
Beaufortia micrantha,PD
Beaufortia orbifolia,PD
Beaufortia purpurea,PD
Beaufortia schaueri,PD
Beaufortia sparsa,PD
Beaufortia squarrosa,PD
Beckmannia laguroidesd,PD
Beckmannia syzigachne,PD
Beckmannia syzigachne,PD
Begonia hemsleyana,ND
Begonia luxuricans,ND
Begonia peltatifolia,ND
Begonia psilophylla,ND
Begonia semperflorens-cultorum,ND
Begonia sp.,ND
Begonia valdensium,ND
Begonia wangii,ND
Behnia reticulata,PD
Beilschmiedia berteroana,PD
Beilschmiedia kweo,PD
Beilschmiedia madang,PD
Beilschmiedia mannii,ND
Beilschmiedia miersii,PD
Beilschmiedia pendula,ND
Beilschmiedia roxburghiana,ND
Beilschmiedia sinensis,PD
Beilschmiedia tawa,PD
Belamcanda chinensis,PD
Bellevalia desertorum,MPD
Bellevalia eigii,MPD
Bellis perennis,PD
Bellucia grossularoides,ND
Belotia campbellii,PY
Bentinckia nicobarica,MPD
Bequaertiodendron magalismontanum,ND
Berberis aristata,PD
Berberis buxifolia,PD
Berberis darwinii,PD
Berberis dictyophylla,PD
Berberis dubia,PD
Berberis kansuensis,PD
Berberis lycium,PD
Berberis repens,PD
Berberis thunbergii,PD
Berberis vernae,PD
Berberis vulgaris,PD
Berchemia discolor,PD
Berchemia discolor,PYPD
Berchemiella wilsonii,PD
