"SITE","PLOT","BIOMASS","TREATMENT","PACKET","TYPE","SPECIES","ID","FINAL.STATUS","FINAL.STATUS.NA","FINAL.STATUS.NO.NA"
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","Physical dormancy","MASY",7,0,0,0
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","Physical dormancy","MASY",8,0,0,0
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","Physical dormancy","MASY",9,0,NA,0
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","Physical dormancy","MASY",10,0,NA,0
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","Physiological dormancy","TRAE",1,1,1,1
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","Physiological dormancy","TRAE",2,1,1,1
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","Physiological dormancy","TRAE",3,0,0,0
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","Physiological dormancy","TRAE",4,0,0,0
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","Physiological dormancy","TRAE",5,0,0,0
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","Physiological dormancy","TRAE",6,0,0,0
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","Physiological dormancy","TRAE",7,0,0,0
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","Physiological dormancy","TRAE",8,0,0,0
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","Physiological dormancy","TRAE",9,0,0,0
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","Physiological dormancy","TRAE",10,0,0,0
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","SIALD",1,0,NA,0
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","SIALD",2,0,NA,0
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","SIALD",3,0,NA,0
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","SIALD",4,0,NA,0
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","SIALD",5,0,NA,0
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","SIALD",6,0,NA,0
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","SIALD",7,0,NA,0
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","SIALD",8,0,NA,0
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","SIALD",9,0,NA,0
"WP","3","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","SIALD",10,0,NA,0
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","MASY",1,1,1,1
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","MASY",2,1,1,1
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","MASY",3,1,1,1
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","MASY",4,1,1,1
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","MASY",5,1,1,1
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","MASY",6,1,1,1
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","MASY",7,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","MASY",8,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","MASY",9,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","MASY",10,0,NA,0
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","TRAE",1,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","TRAE",2,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","TRAE",3,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","TRAE",4,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","TRAE",5,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","TRAE",6,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","TRAE",7,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","TRAE",8,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","TRAE",9,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","TRAE",10,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","SIALD",1,1,1,1
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","SIALD",2,1,1,1
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","SIALD",3,1,1,1
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","SIALD",4,1,1,1
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","SIALD",5,1,1,1
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","SIALD",6,1,1,1
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","SIALD",7,1,1,1
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","SIALD",8,1,1,1
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","SIALD",9,1,1,1
"WP","3","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","SIALD",10,1,1,1
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","MASY",1,1,1,1
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","MASY",2,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","MASY",3,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","MASY",4,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","MASY",5,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","MASY",6,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","MASY",7,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","MASY",8,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","MASY",9,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","MASY",10,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","TRAE",1,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","TRAE",2,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","TRAE",3,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","TRAE",4,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","TRAE",5,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","TRAE",6,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","TRAE",7,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","TRAE",8,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","TRAE",9,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","TRAE",10,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","SIALD",1,1,1,1
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","SIALD",2,1,1,1
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","SIALD",3,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","SIALD",4,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","SIALD",5,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","SIALD",6,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","SIALD",7,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","SIALD",8,0,0,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","SIALD",9,0,NA,0
"WP","3","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","SIALD",10,0,NA,0
"WP","4","Low biomass","Open","Bank
proximal","Physical dormancy","MASY",1,0,0,0
"WP","4","Low biomass","Open","Bank
proximal","Physical dormancy","MASY",2,0,0,0
"WP","4","Low biomass","Open","Bank
proximal","Physical dormancy","MASY",3,0,0,0
"WP","4","Low biomass","Open","Bank
proximal","Physical dormancy","MASY",4,0,0,0
"WP","4","Low biomass","Open","Bank
proximal","Physical dormancy","MASY",5,0,0,0
"WP","4","Low biomass","Open","Bank
proximal","Physical dormancy","MASY",6,0,0,0
"WP","4","Low biomass","Open","Bank
proximal","Physical dormancy","MASY",7,0,0,0
"WP","4","Low biomass","Open","Bank
proximal","Physical dormancy","MASY",8,0,0,0
"WP","4","Low biomass","Open","Bank
proximal","Physical dormancy","MASY",9,0,0,0
"WP","4","Low biomass","Open","Bank
proximal","Physical dormancy","MASY",10,0,0,0
"WP","4","Low biomass","Open","Bank
proximal","Physiological dormancy","TRAE",1,1,1,1
"WP","4","Low biomass","Open","Bank
proximal","Physiological dormancy","TRAE",2,NA,NA,0
"WP","4","Low biomass","Open","Bank
proximal","Physiological dormancy","TRAE",3,0,0,0
"WP","4","Low biomass","Open","Bank
proximal","Physiological dormancy","TRAE",4,0,0,0
"WP","4","Low biomass","Open","Bank
proximal","Physiological dormancy","TRAE",5,0,0,0
"WP","4","Low biomass","Open","Bank
proximal","Physiological dormancy","TRAE",6,0,0,0
"WP","4","Low biomass","Open","Bank
proximal","Physiological dormancy","TRAE",7,0,0,0
"WP","4","Low biomass","Open","Bank
proximal","Physiological dormancy","TRAE",8,0,NA,0
"WP","4","Low biomass","Open","Bank
proximal","Physiological dormancy","TRAE",9,0,NA,0
"WP","4","Low biomass","Open","Bank
proximal","Physiological dormancy","TRAE",10,0,NA,0
"WP","4","Low biomass","Open","Bank
proximal","No dormancy","SIALD",1,0,0,0
"WP","4","Low biomass","Open","Bank
proximal","No dormancy","SIALD",2,0,0,0
"WP","4","Low biomass","Open","Bank
proximal","No dormancy","SIALD",3,0,NA,0
"WP","4","Low biomass","Open","Bank
proximal","No dormancy","SIALD",4,0,NA,0
"WP","4","Low biomass","Open","Bank
proximal","No dormancy","SIALD",5,0,NA,0
"WP","4","Low biomass","Open","Bank
proximal","No dormancy","SIALD",6,0,NA,0
"WP","4","Low biomass","Open","Bank
proximal","No dormancy","SIALD",7,0,NA,0
"WP","4","Low biomass","Open","Bank
proximal","No dormancy","SIALD",8,0,NA,0
"WP","4","Low biomass","Open","Bank
proximal","No dormancy","SIALD",9,0,NA,0
"WP","4","Low biomass","Open","Bank
proximal","No dormancy","SIALD",10,0,NA,0
"WP","4","Low biomass","Open","Bank
adjacent","Physical dormancy","MASY",1,0,0,0
"WP","4","Low biomass","Open","Bank
adjacent","Physical dormancy","MASY",2,0,0,0
"WP","4","Low biomass","Open","Bank
adjacent","Physical dormancy","MASY",3,0,0,0
"WP","4","Low biomass","Open","Bank
adjacent","Physical dormancy","MASY",4,0,0,0
"WP","4","Low biomass","Open","Bank
adjacent","Physical dormancy","MASY",5,0,0,0
"WP","4","Low biomass","Open","Bank
adjacent","Physical dormancy","MASY",6,0,NA,0
"WP","4","Low biomass","Open","Bank
adjacent","Physical dormancy","MASY",7,0,NA,0
"WP","4","Low biomass","Open","Bank
adjacent","Physical dormancy","MASY",8,0,NA,0
"WP","4","Low biomass","Open","Bank
adjacent","Physical dormancy","MASY",9,0,NA,0
"WP","4","Low biomass","Open","Bank
adjacent","Physical dormancy","MASY",10,0,NA,0
"WP","4","Low biomass","Open","Bank
adjacent","Physiological dormancy","TRAE",1,0,0,0
"WP","4","Low biomass","Open","Bank
adjacent","Physiological dormancy","TRAE",2,0,0,0
"WP","4","Low biomass","Open","Bank
adjacent","Physiological dormancy","TRAE",3,0,0,0
"WP","4","Low biomass","Open","Bank
adjacent","Physiological dormancy","TRAE",4,0,0,0
"WP","4","Low biomass","Open","Bank
adjacent","Physiological dormancy","TRAE",5,0,0,0
"WP","4","Low biomass","Open","Bank
adjacent","Physiological dormancy","TRAE",6,0,0,0
"WP","4","Low biomass","Open","Bank
adjacent","Physiological dormancy","TRAE",7,0,0,0
"WP","4","Low biomass","Open","Bank
adjacent","Physiological dormancy","TRAE",8,0,0,0
"WP","4","Low biomass","Open","Bank
adjacent","Physiological dormancy","TRAE",9,0,NA,0
"WP","4","Low biomass","Open","Bank
adjacent","Physiological dormancy","TRAE",10,0,NA,0
"WP","4","Low biomass","Open","Bank
adjacent","No dormancy","SIALD",1,0,NA,0
"WP","4","Low biomass","Open","Bank
adjacent","No dormancy","SIALD",2,0,NA,0
"WP","4","Low biomass","Open","Bank
adjacent","No dormancy","SIALD",3,0,NA,0
"WP","4","Low biomass","Open","Bank
adjacent","No dormancy","SIALD",4,0,NA,0
"WP","4","Low biomass","Open","Bank
adjacent","No dormancy","SIALD",5,0,NA,0
"WP","4","Low biomass","Open","Bank
adjacent","No dormancy","SIALD",6,0,NA,0
"WP","4","Low biomass","Open","Bank
adjacent","No dormancy","SIALD",7,0,NA,0
"WP","4","Low biomass","Open","Bank
adjacent","No dormancy","SIALD",8,0,NA,0
"WP","4","Low biomass","Open","Bank
adjacent","No dormancy","SIALD",9,0,NA,0
"WP","4","Low biomass","Open","Bank
adjacent","No dormancy","SIALD",10,0,NA,0
"WP","4","Low biomass","Open","Rain
adjacent","Physical dormancy","MASY",1,1,1,1
"WP","4","Low biomass","Open","Rain
adjacent","Physical dormancy","MASY",2,1,1,1
"WP","4","Low biomass","Open","Rain
adjacent","Physical dormancy","MASY",3,1,1,1
"WP","4","Low biomass","Open","Rain
adjacent","Physical dormancy","MASY",4,1,1,1
"WP","4","Low biomass","Open","Rain
adjacent","Physical dormancy","MASY",5,1,1,1
"WP","4","Low biomass","Open","Rain
adjacent","Physical dormancy","MASY",6,1,1,1
"WP","4","Low biomass","Open","Rain
adjacent","Physical dormancy","MASY",7,0,0,0
"WP","4","Low biomass","Open","Rain
adjacent","Physical dormancy","MASY",8,0,0,0
"WP","4","Low biomass","Open","Rain
adjacent","Physical dormancy","MASY",9,0,0,0
"WP","4","Low biomass","Open","Rain
adjacent","Physical dormancy","MASY",10,0,0,0
"WP","4","Low biomass","Open","Rain
adjacent","Physiological dormancy","TRAE",1,1,1,1
"WP","4","Low biomass","Open","Rain
adjacent","Physiological dormancy","TRAE",2,1,1,1
"WP","4","Low biomass","Open","Rain
adjacent","Physiological dormancy","TRAE",3,1,1,1
"WP","4","Low biomass","Open","Rain
adjacent","Physiological dormancy","TRAE",4,0,0,0
"WP","4","Low biomass","Open","Rain
adjacent","Physiological dormancy","TRAE",5,0,0,0
"WP","4","Low biomass","Open","Rain
adjacent","Physiological dormancy","TRAE",6,0,0,0
"WP","4","Low biomass","Open","Rain
adjacent","Physiological dormancy","TRAE",7,0,0,0
"WP","4","Low biomass","Open","Rain
adjacent","Physiological dormancy","TRAE",8,0,0,0
"WP","4","Low biomass","Open","Rain
adjacent","Physiological dormancy","TRAE",9,0,0,0
"WP","4","Low biomass","Open","Rain
adjacent","Physiological dormancy","TRAE",10,0,0,0
"WP","4","Low biomass","Open","Rain
adjacent","No dormancy","SIALD",1,1,1,1
"WP","4","Low biomass","Open","Rain
adjacent","No dormancy","SIALD",2,1,1,1
"WP","4","Low biomass","Open","Rain
adjacent","No dormancy","SIALD",3,1,1,1
"WP","4","Low biomass","Open","Rain
adjacent","No dormancy","SIALD",4,1,1,1
"WP","4","Low biomass","Open","Rain
adjacent","No dormancy","SIALD",5,1,1,1
"WP","4","Low biomass","Open","Rain
adjacent","No dormancy","SIALD",6,1,1,1
"WP","4","Low biomass","Open","Rain
adjacent","No dormancy","SIALD",7,1,1,1
"WP","4","Low biomass","Open","Rain
adjacent","No dormancy","SIALD",8,1,1,1
"WP","4","Low biomass","Open","Rain
adjacent","No dormancy","SIALD",9,1,1,1
"WP","4","Low biomass","Open","Rain
adjacent","No dormancy","SIALD",10,1,1,1
"WP","4","Low biomass","Open","Rain
proximal","Physical dormancy","MASY",1,1,1,1
"WP","4","Low biomass","Open","Rain
proximal","Physical dormancy","MASY",2,1,1,1
"WP","4","Low biomass","Open","Rain
proximal","Physical dormancy","MASY",3,1,1,1
"WP","4","Low biomass","Open","Rain
proximal","Physical dormancy","MASY",4,0,0,0
"WP","4","Low biomass","Open","Rain
proximal","Physical dormancy","MASY",5,0,0,0
"WP","4","Low biomass","Open","Rain
proximal","Physical dormancy","MASY",6,0,0,0
"WP","4","Low biomass","Open","Rain
proximal","Physical dormancy","MASY",7,0,0,0
"WP","4","Low biomass","Open","Rain
proximal","Physical dormancy","MASY",8,0,0,0
"WP","4","Low biomass","Open","Rain
proximal","Physical dormancy","MASY",9,0,0,0
"WP","4","Low biomass","Open","Rain
proximal","Physical dormancy","MASY",10,0,0,0
"WP","4","Low biomass","Open","Rain
proximal","Physiological dormancy","TRAE",1,0,0,0
"WP","4","Low biomass","Open","Rain
proximal","Physiological dormancy","TRAE",2,0,0,0
"WP","4","Low biomass","Open","Rain
proximal","Physiological dormancy","TRAE",3,0,0,0
"WP","4","Low biomass","Open","Rain
proximal","Physiological dormancy","TRAE",4,0,0,0
"WP","4","Low biomass","Open","Rain
proximal","Physiological dormancy","TRAE",5,0,0,0
"WP","4","Low biomass","Open","Rain
proximal","Physiological dormancy","TRAE",6,0,0,0
"WP","4","Low biomass","Open","Rain
proximal","Physiological dormancy","TRAE",7,0,0,0
"WP","4","Low biomass","Open","Rain
proximal","Physiological dormancy","TRAE",8,0,0,0
"WP","4","Low biomass","Open","Rain
proximal","Physiological dormancy","TRAE",9,0,NA,0
"WP","4","Low biomass","Open","Rain
proximal","Physiological dormancy","TRAE",10,0,NA,0
"WP","4","Low biomass","Open","Rain
proximal","No dormancy","SIALD",1,NA,NA,0
"WP","4","Low biomass","Open","Rain
proximal","No dormancy","SIALD",2,NA,NA,0
"WP","4","Low biomass","Open","Rain
proximal","No dormancy","SIALD",3,NA,NA,0
"WP","4","Low biomass","Open","Rain
proximal","No dormancy","SIALD",4,NA,NA,0
"WP","4","Low biomass","Open","Rain
proximal","No dormancy","SIALD",5,NA,NA,0
"WP","4","Low biomass","Open","Rain
proximal","No dormancy","SIALD",6,NA,NA,0
"WP","4","Low biomass","Open","Rain
proximal","No dormancy","SIALD",7,NA,NA,0
"WP","4","Low biomass","Open","Rain
proximal","No dormancy","SIALD",8,NA,NA,0
"WP","4","Low biomass","Open","Rain
proximal","No dormancy","SIALD",9,NA,NA,0
"WP","4","Low biomass","Open","Rain
proximal","No dormancy","SIALD",10,NA,NA,0
"WP","5","Low biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","MASY",1,0,0,0
"WP","5","Low biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","MASY",2,0,0,0
"WP","5","Low biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","MASY",3,0,0,0
