"DATE","SITE","TREATMENT","TRAP","Genus.species","DormancyClass","Dispersal","Seeds"
"6/1/19","OS","CONTROL","A","Anemochory sp. 2","ND","Anemochory",0
"5/6/19","GG","MME","B","Anemochory sp. 2","ND","Anemochory",0
"6/1/19","OS","MME","A","Anemochory sp. 2","ND","Anemochory",0
"7/21/19","OS","MME","A","Anemochory sp. 2","ND","Anemochory",0
"6/1/19","WP","CONTROL","A","Anemochory sp. 2","ND","Anemochory",0
"7/21/19","OS","CONTROL","B","Anemochory sp. 2","ND","Anemochory",0
"7/21/19","GG","CONTROL","A","Anemochory sp. 2","ND","Anemochory",0
"5/6/19","OS","CONTROL","A","Anemochory sp. 2","ND","Anemochory",0
"6/1/19","OS","MME","B","Anemochory sp. 2","ND","Anemochory",0
"6/1/19","GG","MME","A","Anemochory sp. 2","ND","Anemochory",0
"5/6/19","GG","MME","A","Anemochory sp. 2","ND","Anemochory",0
"7/21/19","GG","CONTROL","B","Anemochory sp. 2","ND","Anemochory",0
"7/21/19","DF","CONTROL","A","Anemochory sp. 2","ND","Anemochory",0
"5/6/19","GG","CONTROL","B","Anemochory sp. 2","ND","Anemochory",0
"6/1/19","GG","MME","B","Anemochory sp. 2","ND","Anemochory",0
"7/21/19","WP","MME","B","Anemochory sp. 2","ND","Anemochory",0
"7/21/19","GG","MME","B","Anemochory sp. 2","ND","Anemochory",0
"10/21/19","DF","MME","A","Anemochory sp. 2","ND","Anemochory",0
"7/21/19","DF","CONTROL","B","Anemochory sp. 2","ND","Anemochory",0
"5/6/19","DF","CONTROL","B","Anemochory sp. 2","ND","Anemochory",0
"10/21/19","GG","CONTROL","B","Anemochory sp. 2","ND","Anemochory",0
"6/1/19","DF","MME","B","Anemochory sp. 2","ND","Anemochory",0
"7/21/19","DF","MME","B","Anemochory sp. 2","ND","Anemochory",0
"10/21/19","GG","MME","A","Anemochory sp. 2","ND","Anemochory",0
"5/6/19","OS","CONTROL","B","Anemochory sp. 2","ND","Anemochory",0
"6/1/19","GG","CONTROL","B","Anemochory sp. 2","ND","Anemochory",0
"6/1/19","DF","CONTROL","A","Anemochory sp. 2","ND","Anemochory",0
"10/21/19","DF","CONTROL","A","Anemochory sp. 2","ND","Anemochory",0
"10/21/19","DF","MME","B","Anemochory sp. 2","ND","Anemochory",0
"10/21/19","WP","MME","B","Anemochory sp. 2","ND","Anemochory",0
"5/6/19","DF","CONTROL","A","Anemochory sp. 2","ND","Anemochory",0
"7/21/19","WP","CONTROL","A","Anemochory sp. 2","ND","Anemochory",0
"7/21/19","WP","CONTROL","B","Anemochory sp. 2","ND","Anemochory",0
"10/21/19","GG","MME","B","Anemochory sp. 2","ND","Anemochory",0
"7/21/19","DF","CONTROL","B","Forestiera pubescens","PD","Endozoochory",0
"7/21/19","WP","CONTROL","A","Forestiera pubescens","PD","Endozoochory",0
"5/6/19","WP","MME","A","Forestiera pubescens","PD","Endozoochory",0
"10/21/19","OS","MME","B","Forestiera pubescens","PD","Endozoochory",0
"10/21/19","WP","MME","A","Forestiera pubescens","PD","Endozoochory",0
"6/1/19","WP","MME","B","Forestiera pubescens","PD","Endozoochory",0
"7/21/19","DF","MME","B","Forestiera pubescens","PD","Endozoochory",0
"6/1/19","GG","MME","A","Forestiera pubescens","PD","Endozoochory",0
"7/21/19","DF","CONTROL","A","Forestiera pubescens","PD","Endozoochory",0
"7/21/19","GG","MME","B","Forestiera pubescens","PD","Endozoochory",0
"10/21/19","OS","CONTROL","B","Forestiera pubescens","PD","Endozoochory",0
"6/1/19","WP","CONTROL","A","Forestiera pubescens","PD","Endozoochory",0
"10/21/19","GG","CONTROL","A","Forestiera pubescens","PD","Endozoochory",0
"6/1/19","DF","MME","B","Forestiera pubescens","PD","Endozoochory",0
"5/6/19","WP","CONTROL","A","Forestiera pubescens","PD","Endozoochory",0
"7/21/19","WP","CONTROL","B","Forestiera pubescens","PD","Endozoochory",0
"10/21/19","WP","CONTROL","B","Forestiera pubescens","PD","Endozoochory",0
"10/21/19","OS","CONTROL","A","Forestiera pubescens","PD","Endozoochory",0
"5/6/19","OS","MME","B","Forestiera pubescens","PD","Endozoochory",0
"6/1/19","OS","CONTROL","A","Forestiera pubescens","PD","Endozoochory",0
"7/21/19","WP","MME","B","Forestiera pubescens","PD","Endozoochory",0
"6/1/19","OS","CONTROL","B","Forestiera pubescens","PD","Endozoochory",0
"7/21/19","OS","MME","A","Forestiera pubescens","PD","Endozoochory",0
"6/1/19","DF","MME","A","Forestiera pubescens","PD","Endozoochory",0
"5/6/19","DF","MME","A","Forestiera pubescens","PD","Endozoochory",0
"10/21/19","WP","CONTROL","A","Forestiera pubescens","PD","Endozoochory",0
"10/21/19","DF","CONTROL","B","Forestiera pubescens","PD","Endozoochory",0
"6/1/19","OS","MME","B","Forestiera pubescens","PD","Endozoochory",0
"6/1/19","WP","CONTROL","B","Forestiera pubescens","PD","Endozoochory",4
"7/21/19","WP","MME","A","Forestiera pubescens","PD","Endozoochory",0
"5/6/19","GG","MME","A","Forestiera pubescens","PD","Endozoochory",0
"6/1/19","GG","CONTROL","B","Forestiera pubescens","PD","Endozoochory",0
"7/21/19","OS","CONTROL","A","Forestiera pubescens","PD","Endozoochory",0
"7/21/19","GG","CONTROL","B","Forestiera pubescens","PD","Endozoochory",0
"6/1/19","OS","MME","A","Forestiera pubescens","PD","Endozoochory",0
"7/21/19","DF","MME","A","Forestiera pubescens","PD","Endozoochory",2
"5/6/19","OS","CONTROL","B","Forestiera pubescens","PD","Endozoochory",0
"5/6/19","DF","CONTROL","B","Forestiera pubescens","PD","Endozoochory",0
"7/21/19","OS","CONTROL","B","Forestiera pubescens","PD","Endozoochory",0
"5/6/19","GG","CONTROL","A","Forestiera pubescens","PD","Endozoochory",0
"5/6/19","OS","CONTROL","A","Forestiera pubescens","PD","Endozoochory",0
"7/21/19","GG","CONTROL","A","Forestiera pubescens","PD","Endozoochory",0
"7/21/19","OS","MME","B","Forestiera pubescens","PD","Endozoochory",0
"5/6/19","OS","MME","A","Forestiera pubescens","PD","Endozoochory",0
"10/21/19","GG","CONTROL","B","Forestiera pubescens","PD","Endozoochory",0
"6/1/19","DF","CONTROL","A","Forestiera pubescens","PD","Endozoochory",7
"10/21/19","WP","MME","B","Forestiera pubescens","PD","Endozoochory",0
"6/1/19","GG","CONTROL","A","Forestiera pubescens","PD","Endozoochory",0
"10/21/19","DF","MME","A","Forestiera pubescens","PD","Endozoochory",0
"10/21/19","GG","MME","B","Forestiera pubescens","PD","Endozoochory",0
"10/21/19","OS","MME","A","Forestiera pubescens","PD","Endozoochory",0
"5/6/19","DF","MME","B","Forestiera pubescens","PD","Endozoochory",0
"10/21/19","DF","CONTROL","A","Forestiera pubescens","PD","Endozoochory",0
"7/21/19","GG","MME","A","Forestiera pubescens","PD","Endozoochory",0
"6/1/19","WP","MME","A","Forestiera pubescens","PD","Endozoochory",0
"5/6/19","GG","CONTROL","B","Forestiera pubescens","PD","Endozoochory",0
"6/1/19","DF","CONTROL","B","Forestiera pubescens","PD","Endozoochory",0
"5/6/19","WP","MME","B","Forestiera pubescens","PD","Endozoochory",0
"6/1/19","GG","MME","B","Forestiera pubescens","PD","Endozoochory",0
"10/21/19","DF","MME","B","Forestiera pubescens","PD","Endozoochory",0
"5/6/19","WP","CONTROL","B","Forestiera pubescens","PD","Endozoochory",0
"10/21/19","GG","MME","A","Forestiera pubescens","PD","Endozoochory",0
"5/6/19","DF","CONTROL","A","Forestiera pubescens","PD","Endozoochory",0
"5/6/19","GG","MME","B","Forestiera pubescens","PD","Endozoochory",0
"10/21/19","WP","CONTROL","A","Rhus sp.","PY","Endozoochory",0
"7/21/19","WP","CONTROL","A","Rhus sp.","PY","Endozoochory",0
"7/21/19","DF","CONTROL","A","Rhus sp.","PY","Endozoochory",1
"7/21/19","DF","MME","B","Rhus sp.","PY","Endozoochory",0
"5/6/19","DF","CONTROL","B","Rhus sp.","PY","Endozoochory",0
"7/21/19","WP","CONTROL","B","Rhus sp.","PY","Endozoochory",0
"6/1/19","OS","CONTROL","B","Rhus sp.","PY","Endozoochory",0
"7/21/19","DF","CONTROL","B","Rhus sp.","PY","Endozoochory",0
"7/21/19","WP","MME","A","Rhus sp.","PY","Endozoochory",0
"6/1/19","DF","CONTROL","A","Rhus sp.","PY","Endozoochory",1
"6/1/19","WP","CONTROL","B","Rhus sp.","PY","Endozoochory",17
"5/6/19","GG","CONTROL","A","Rhus sp.","PY","Endozoochory",0
"7/21/19","OS","CONTROL","A","Rhus sp.","PY","Endozoochory",0
"6/1/19","OS","MME","A","Rhus sp.","PY","Endozoochory",0
"10/21/19","DF","CONTROL","B","Rhus sp.","PY","Endozoochory",1
"6/1/19","DF","CONTROL","B","Rhus sp.","PY","Endozoochory",1
"7/21/19","OS","MME","A","Rhus sp.","PY","Endozoochory",0
"5/6/19","WP","CONTROL","B","Rhus sp.","PY","Endozoochory",0
"6/1/19","WP","CONTROL","A","Rhus sp.","PY","Endozoochory",0
"5/6/19","WP","MME","A","Rhus sp.","PY","Endozoochory",0
"10/21/19","GG","CONTROL","A","Rhus sp.","PY","Endozoochory",0
"10/21/19","WP","CONTROL","B","Rhus sp.","PY","Endozoochory",0
"5/6/19","WP","CONTROL","A","Rhus sp.","PY","Endozoochory",0
"7/21/19","WP","MME","B","Rhus sp.","PY","Endozoochory",0
"10/21/19","WP","MME","A","Rhus sp.","PY","Endozoochory",1
"7/21/19","GG","MME","B","Rhus sp.","PY","Endozoochory",0
"10/21/19","GG","MME","B","Rhus sp.","PY","Endozoochory",0
"7/21/19","OS","CONTROL","B","Rhus sp.","PY","Endozoochory",0
"10/21/19","OS","CONTROL","B","Rhus sp.","PY","Endozoochory",3
"5/6/19","WP","MME","B","Rhus sp.","PY","Endozoochory",0
"10/21/19","DF","MME","B","Rhus sp.","PY","Endozoochory",0
"5/6/19","OS","CONTROL","A","Rhus sp.","PY","Endozoochory",0
"5/6/19","DF","MME","B","Rhus sp.","PY","Endozoochory",0
"7/21/19","GG","MME","A","Rhus sp.","PY","Endozoochory",0
"6/1/19","WP","MME","A","Rhus sp.","PY","Endozoochory",0
"5/6/19","GG","CONTROL","B","Rhus sp.","PY","Endozoochory",0
"10/21/19","DF","CONTROL","A","Rhus sp.","PY","Endozoochory",0
"6/1/19","WP","MME","B","Rhus sp.","PY","Endozoochory",0
"5/6/19","OS","MME","A","Rhus sp.","PY","Endozoochory",0
"10/21/19","WP","MME","B","Rhus sp.","PY","Endozoochory",1
"10/21/19","DF","MME","A","Rhus sp.","PY","Endozoochory",0
"5/6/19","OS","CONTROL","B","Rhus sp.","PY","Endozoochory",0
"6/1/19","OS","CONTROL","A","Rhus sp.","PY","Endozoochory",0
"5/6/19","DF","MME","A","Rhus sp.","PY","Endozoochory",0
"6/1/19","GG","CONTROL","A","Rhus sp.","PY","Endozoochory",0
"6/1/19","OS","MME","B","Rhus sp.","PY","Endozoochory",0
"10/21/19","OS","MME","B","Rhus sp.","PY","Endozoochory",0
"10/21/19","GG","MME","A","Rhus sp.","PY","Endozoochory",0
"5/6/19","GG","MME","A","Rhus sp.","PY","Endozoochory",0
"6/1/19","GG","MME","A","Rhus sp.","PY","Endozoochory",0
"7/21/19","GG","CONTROL","B","Rhus sp.","PY","Endozoochory",0
"7/21/19","DF","MME","A","Rhus sp.","PY","Endozoochory",0
"5/6/19","OS","MME","B","Rhus sp.","PY","Endozoochory",0
"10/21/19","OS","MME","A","Rhus sp.","PY","Endozoochory",0
"5/6/19","DF","CONTROL","A","Rhus sp.","PY","Endozoochory",0
"5/6/19","GG","MME","B","Rhus sp.","PY","Endozoochory",0
"6/1/19","DF","MME","A","Rhus sp.","PY","Endozoochory",0
"7/21/19","GG","CONTROL","A","Rhus sp.","PY","Endozoochory",0
"6/1/19","DF","MME","B","Rhus sp.","PY","Endozoochory",0
"7/21/19","OS","MME","B","Rhus sp.","PY","Endozoochory",0
"10/21/19","GG","CONTROL","B","Rhus sp.","PY","Endozoochory",0
"10/21/19","OS","CONTROL","A","Rhus sp.","PY","Endozoochory",0
"6/1/19","GG","CONTROL","B","Rhus sp.","PY","Endozoochory",0
"6/1/19","GG","MME","B","Rhus sp.","PY","Endozoochory",0
"6/1/19","DF","CONTROL","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"10/21/19","GG","CONTROL","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"7/21/19","GG","CONTROL","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"7/21/19","GG","MME","A","Sisyrinchium sp.",NA,"Dyszoochory",2
"10/21/19","GG","CONTROL","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"7/21/19","OS","MME","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"5/6/19","OS","MME","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"10/21/19","DF","CONTROL","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"7/21/19","GG","MME","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"6/1/19","DF","MME","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"5/6/19","WP","MME","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"7/21/19","OS","MME","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"5/6/19","DF","MME","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"10/21/19","WP","MME","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"7/21/19","WP","MME","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"10/21/19","DF","CONTROL","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"5/6/19","GG","MME","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"5/6/19","OS","MME","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"5/6/19","OS","CONTROL","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"6/1/19","GG","MME","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"7/21/19","WP","CONTROL","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"10/21/19","OS","CONTROL","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"6/1/19","WP","CONTROL","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"5/6/19","WP","CONTROL","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"10/21/19","GG","MME","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"5/6/19","WP","MME","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"6/1/19","WP","MME","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"6/1/19","GG","MME","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"6/1/19","DF","CONTROL","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"7/21/19","DF","MME","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"10/21/19","GG","MME","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"5/6/19","DF","CONTROL","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"6/1/19","DF","MME","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"5/6/19","GG","MME","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"6/1/19","OS","CONTROL","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"7/21/19","DF","CONTROL","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"7/21/19","DF","MME","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"10/21/19","OS","MME","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"5/6/19","DF","MME","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"7/21/19","WP","CONTROL","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"6/1/19","WP","CONTROL","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"7/21/19","DF","CONTROL","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"10/21/19","WP","CONTROL","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"6/1/19","OS","CONTROL","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"5/6/19","GG","CONTROL","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"10/21/19","OS","MME","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"10/21/19","WP","MME","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"5/6/19","OS","CONTROL","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"7/21/19","OS","CONTROL","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"5/6/19","DF","CONTROL","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"7/21/19","GG","CONTROL","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"5/6/19","WP","CONTROL","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"6/1/19","GG","CONTROL","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"10/21/19","DF","MME","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"6/1/19","WP","MME","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"7/21/19","WP","MME","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"6/1/19","GG","CONTROL","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"10/21/19","OS","CONTROL","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"6/1/19","OS","MME","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"10/21/19","WP","CONTROL","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"10/21/19","DF","MME","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"7/21/19","OS","CONTROL","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"5/6/19","GG","CONTROL","A","Sisyrinchium sp.",NA,"Dyszoochory",0
"6/1/19","OS","MME","B","Sisyrinchium sp.",NA,"Dyszoochory",0
"10/21/19","DF","CONTROL","B","Cornus drummondii","PD","Endozoochory",3
"6/1/19","DF","CONTROL","B","Cornus drummondii","PD","Endozoochory",0
"7/21/19","GG","MME","A","Cornus drummondii","PD","Endozoochory",0
"7/21/19","GG","CONTROL","A","Cornus drummondii","PD","Endozoochory",0
"6/1/19","WP","CONTROL","A","Cornus drummondii","PD","Endozoochory",0
"10/21/19","GG","MME","B","Cornus drummondii","PD","Endozoochory",0
"5/6/19","GG","MME","A","Cornus drummondii","PD","Endozoochory",0
"7/21/19","GG","MME","B","Cornus drummondii","PD","Endozoochory",0
"5/6/19","OS","CONTROL","B","Cornus drummondii","PD","Endozoochory",0
"5/6/19","GG","MME","B","Cornus drummondii","PD","Endozoochory",0
"6/1/19","OS","CONTROL","B","Cornus drummondii","PD","Endozoochory",0
"7/21/19","DF","CONTROL","B","Cornus drummondii","PD","Endozoochory",0
"6/1/19","DF","MME","A","Cornus drummondii","PD","Endozoochory",0
"10/21/19","GG","MME","A","Cornus drummondii","PD","Endozoochory",0
"7/21/19","DF","MME","B","Cornus drummondii","PD","Endozoochory",0
"6/1/19","WP","MME","A","Cornus drummondii","PD","Endozoochory",0
"5/6/19","DF","MME","A","Cornus drummondii","PD","Endozoochory",0
"6/1/19","GG","MME","A","Cornus drummondii","PD","Endozoochory",0
"6/1/19","OS","CONTROL","A","Cornus drummondii","PD","Endozoochory",0
"7/21/19","DF","CONTROL","A","Cornus drummondii","PD","Endozoochory",0
"5/6/19","OS","MME","A","Cornus drummondii","PD","Endozoochory",0
"10/21/19","OS","MME","A","Cornus drummondii","PD","Endozoochory",0
"10/21/19","WP","MME","B","Cornus drummondii","PD","Endozoochory",0
"7/21/19","WP","MME","B","Cornus drummondii","PD","Endozoochory",0
"10/21/19","GG","CONTROL","A","Cornus drummondii","PD","Endozoochory",0
"5/6/19","WP","MME","B","Cornus drummondii","PD","Endozoochory",0
"5/6/19","WP","CONTROL","B","Cornus drummondii","PD","Endozoochory",0
"5/6/19","OS","CONTROL","A","Cornus drummondii","PD","Endozoochory",0
"5/6/19","DF","MME","B","Cornus drummondii","PD","Endozoochory",0
"10/21/19","GG","CONTROL","B","Cornus drummondii","PD","Endozoochory",0
"10/21/19","WP","MME","A","Cornus drummondii","PD","Endozoochory",0
"5/6/19","GG","CONTROL","A","Cornus drummondii","PD","Endozoochory",0
"7/21/19","GG","CONTROL","B","Cornus drummondii","PD","Endozoochory",0
"5/6/19","GG","CONTROL","B","Cornus drummondii","PD","Endozoochory",0
"5/6/19","DF","CONTROL","A","Cornus drummondii","PD","Endozoochory",0
"5/6/19","OS","MME","B","Cornus drummondii","PD","Endozoochory",0
"6/1/19","GG","MME","B","Cornus drummondii","PD","Endozoochory",0
"7/21/19","OS","MME","A","Cornus drummondii","PD","Endozoochory",0
"10/21/19","OS","CONTROL","B","Cornus drummondii","PD","Endozoochory",0
"5/6/19","DF","CONTROL","B","Cornus drummondii","PD","Endozoochory",0
"7/21/19","OS","CONTROL","B","Cornus drummondii","PD","Endozoochory",0
"10/21/19","OS","MME","B","Cornus drummondii","PD","Endozoochory",0
"5/6/19","WP","MME","A","Cornus drummondii","PD","Endozoochory",0
"7/21/19","OS","MME","B","Cornus drummondii","PD","Endozoochory",0
"6/1/19","WP","CONTROL","B","Cornus drummondii","PD","Endozoochory",0
"5/6/19","WP","CONTROL","A","Cornus drummondii","PD","Endozoochory",0
"10/21/19","WP","CONTROL","B","Cornus drummondii","PD","Endozoochory",0
"6/1/19","WP","MME","B","Cornus drummondii","PD","Endozoochory",0
"7/21/19","WP","CONTROL","B","Cornus drummondii","PD","Endozoochory",0
"10/21/19","DF","CONTROL","A","Cornus drummondii","PD","Endozoochory",2
"7/21/19","DF","MME","A","Cornus drummondii","PD","Endozoochory",0
"6/1/19","OS","MME","A","Cornus drummondii","PD","Endozoochory",0
"10/21/19","DF","MME","A","Cornus drummondii","PD","Endozoochory",0
"6/1/19","DF","MME","B","Cornus drummondii","PD","Endozoochory",0
"6/1/19","GG","CONTROL","B","Cornus drummondii","PD","Endozoochory",0
"7/21/19","WP","CONTROL","A","Cornus drummondii","PD","Endozoochory",0
"6/1/19","OS","MME","B","Cornus drummondii","PD","Endozoochory",0
"10/21/19","DF","MME","B","Cornus drummondii","PD","Endozoochory",0
"7/21/19","OS","CONTROL","A","Cornus drummondii","PD","Endozoochory",0
"7/21/19","WP","MME","A","Cornus drummondii","PD","Endozoochory",0
"10/21/19","OS","CONTROL","A","Cornus drummondii","PD","Endozoochory",0
"10/21/19","WP","CONTROL","A","Cornus drummondii","PD","Endozoochory",2
"6/1/19","GG","CONTROL","A","Cornus drummondii","PD","Endozoochory",0
"6/1/19","DF","CONTROL","A","Cornus drummondii","PD","Endozoochory",0
"7/21/19","GG","CONTROL","A","Scleria sp. 1","PD","Endozoochory",0
"5/6/19","GG","MME","B","Scleria sp. 1","PD","Endozoochory",0
"7/21/19","GG","MME","B","Scleria sp. 1","PD","Endozoochory",0
"5/6/19","WP","MME","B","Scleria sp. 1","PD","Endozoochory",0
"5/6/19","OS","CONTROL","A","Scleria sp. 1","PD","Endozoochory",0
"5/6/19","DF","MME","A","Scleria sp. 1","PD","Endozoochory",0
"6/1/19","GG","MME","A","Scleria sp. 1","PD","Endozoochory",0
"5/6/19","GG","CONTROL","A","Scleria sp. 1","PD","Endozoochory",0
"10/21/19","OS","MME","A","Scleria sp. 1","PD","Endozoochory",0
"7/21/19","GG","MME","A","Scleria sp. 1","PD","Endozoochory",0
"5/6/19","OS","MME","A","Scleria sp. 1","PD","Endozoochory",0
"5/6/19","OS","MME","B","Scleria sp. 1","PD","Endozoochory",0
"6/1/19","GG","MME","B","Scleria sp. 1","PD","Endozoochory",0
"7/21/19","GG","CONTROL","B","Scleria sp. 1","PD","Endozoochory",0
"10/21/19","DF","CONTROL","B","Scleria sp. 1","PD","Endozoochory",4
"6/1/19","DF","CONTROL","B","Scleria sp. 1","PD","Endozoochory",0
"6/1/19","WP","CONTROL","A","Scleria sp. 1","PD","Endozoochory",0
"6/1/19","DF","MME","A","Scleria sp. 1","PD","Endozoochory",0
"5/6/19","DF","MME","B","Scleria sp. 1","PD","Endozoochory",0
"5/6/19","WP","MME","A","Scleria sp. 1","PD","Endozoochory",0
"6/1/19","OS","MME","B","Scleria sp. 1","PD","Endozoochory",0
"10/21/19","DF","CONTROL","A","Scleria sp. 1","PD","Endozoochory",2
"5/6/19","GG","CONTROL","B","Scleria sp. 1","PD","Endozoochory",0
"6/1/19","GG","CONTROL","B","Scleria sp. 1","PD","Endozoochory",0
"10/21/19","OS","CONTROL","A","Scleria sp. 1","PD","Endozoochory",1
"7/21/19","OS","CONTROL","A","Scleria sp. 1","PD","Endozoochory",0
"5/6/19","OS","CONTROL","B","Scleria sp. 1","PD","Endozoochory",0
"7/21/19","WP","MME","B","Scleria sp. 1","PD","Endozoochory",0
"6/1/19","OS","MME","A","Scleria sp. 1","PD","Endozoochory",0
"7/21/19","DF","MME","A","Scleria sp. 1","PD","Endozoochory",0
"7/21/19","OS","CONTROL","B","Scleria sp. 1","PD","Endozoochory",0
"10/21/19","GG","CONTROL","A","Scleria sp. 1","PD","Endozoochory",0
"6/1/19","DF","MME","B","Scleria sp. 1","PD","Endozoochory",0
"7/21/19","OS","MME","B","Scleria sp. 1","PD","Endozoochory",0
"10/21/19","GG","MME","A","Scleria sp. 1","PD","Endozoochory",0
"5/6/19","GG","MME","A","Scleria sp. 1","PD","Endozoochory",0
"5/6/19","WP","CONTROL","A","Scleria sp. 1","PD","Endozoochory",0
"10/21/19","WP","CONTROL","B","Scleria sp. 1","PD","Endozoochory",0
"7/21/19","DF","CONTROL","A","Scleria sp. 1","PD","Endozoochory",1
"10/21/19","GG","MME","B","Scleria sp. 1","PD","Endozoochory",0
"6/1/19","GG","CONTROL","A","Scleria sp. 1","PD","Endozoochory",0
"7/21/19","OS","MME","A","Scleria sp. 1","PD","Endozoochory",0
"10/21/19","DF","MME","A","Scleria sp. 1","PD","Endozoochory",0
"10/21/19","OS","CONTROL","B","Scleria sp. 1","PD","Endozoochory",0
"6/1/19","WP","CONTROL","B","Scleria sp. 1","PD","Endozoochory",0
"10/21/19","WP","CONTROL","A","Scleria sp. 1","PD","Endozoochory",0
"5/6/19","WP","CONTROL","B","Scleria sp. 1","PD","Endozoochory",0
"10/21/19","WP","MME","B","Scleria sp. 1","PD","Endozoochory",1
"6/1/19","OS","CONTROL","A","Scleria sp. 1","PD","Endozoochory",0
"10/21/19","GG","CONTROL","B","Scleria sp. 1","PD","Endozoochory",0
"7/21/19","WP","MME","A","Scleria sp. 1","PD","Endozoochory",1
"7/21/19","WP","CONTROL","A","Scleria sp. 1","PD","Endozoochory",1
"5/6/19","DF","CONTROL","B","Scleria sp. 1","PD","Endozoochory",0
"7/21/19","DF","CONTROL","B","Scleria sp. 1","PD","Endozoochory",0
"5/6/19","DF","CONTROL","A","Scleria sp. 1","PD","Endozoochory",0
"10/21/19","WP","MME","A","Scleria sp. 1","PD","Endozoochory",2
"6/1/19","DF","CONTROL","A","Scleria sp. 1","PD","Endozoochory",0
"10/21/19","OS","MME","B","Scleria sp. 1","PD","Endozoochory",0
"10/21/19","DF","MME","B","Scleria sp. 1","PD","Endozoochory",0
"6/1/19","OS","CONTROL","B","Scleria sp. 1","PD","Endozoochory",0
"7/21/19","WP","CONTROL","B","Scleria sp. 1","PD","Endozoochory",0
"7/21/19","DF","MME","B","Scleria sp. 1","PD","Endozoochory",0
"6/1/19","WP","MME","B","Scleria sp. 1","PD","Endozoochory",0
"6/1/19","WP","MME","A","Scleria sp. 1","PD","Endozoochory",0
"6/1/19","OS","CONTROL","A","Apiaceae sp. 1","PD","Epizoochory",0
"7/21/19","WP","CONTROL","A","Apiaceae sp. 1","PD","Epizoochory",6
"6/1/19","WP","CONTROL","A","Apiaceae sp. 1","PD","Epizoochory",0
"7/21/19","WP","CONTROL","B","Apiaceae sp. 1","PD","Epizoochory",7
"6/1/19","WP","MME","B","Apiaceae sp. 1","PD","Epizoochory",0
"5/6/19","WP","MME","B","Apiaceae sp. 1","PD","Epizoochory",0
