"Rounded.date","Site","Treatment","Carrion","Exclusion","Genus.species","DormancyClass","Cover"
2019-07-21,"GG","MH","High","Herbivore","Verbena halei","PD",0
2020-07-19,"DF","MO","High","Open","Vicia sp","PY",0
2021-07-18,"DF","REF","Reference","Herbivore","Eragrostis curtipedicellata","PD",0
2021-07-18,"DF","REF","Reference","Herbivore","Eryngium leavenworthii","PD",0
2021-07-18,"DF","MO","High","Open","Agalinis heterophylla","PD",0
2021-07-18,"DF","MO","High","Open","Allium sp","PD",0
2021-07-18,"DF","REF","Reference","Herbivore","Erioneuron pilosum",NA,0
2021-07-18,"DF","REF","Reference","Herbivore","Chamaesyce sp",NA,0
2020-07-19,"GG","MH","High","Herbivore","Ambrosia psilostachya","PD",0
2021-07-18,"DF","MO","High","Open","Apiaceae sp","PD",0
2021-07-18,"DF","MO","High","Open","Aristida purpurea_Aristida purpurascens",NA,0.19
2021-07-18,"DF","MO","High","Open","Asclepias asperula","ND",0
2021-07-18,"DF","MO","High","Open","Asclepias verticillata","PD",0
2021-07-18,"DF","REF","Reference","Herbivore","Hedeoma drummondii",NA,0
2021-07-18,"DF","REF","Reference","Herbivore","Helianthus hirsutus","PD",0
2021-07-18,"DF","MO","High","Open","Bothriochloa ischaemum","PD",0.44
2021-07-18,"DF","REF","Reference","Herbivore","Krameria lanceolata","PD",0
2021-07-18,"DF","MO","High","Open","Bothriochloa saccharoides","PD",0
2020-07-19,"GG","CO","Low","Open","Solidago sp","PD",0
2020-07-19,"GG","CO","Low","Open","Sporobolus compositus","PD",0
2021-07-18,"DF","REF","Reference","Herbivore","Linum sp","PD",0
2020-07-19,"GG","CO","Low","Open","Thelesperma filifolium",NA,0
2021-07-18,"DF","REF","Reference","Herbivore","Lobelia sp","PD",0
2021-07-18,"DF","MO","High","Open","Convolvulus equitans","PY",0
2021-07-18,"DF","MO","High","Open","Croton sp","PD",0.06
2021-07-18,"DF","REF","Reference","Herbivore","Bryophyta sp",NA,0
2020-07-19,"GG","MH","High","Herbivore","Dalea purpurea","PY",0
2019-07-21,"GG","MS","High","Scavenger","Nassella leucotricha","PD",0
2021-07-18,"DF","MO","High","Open","Engelmannia peristenia","PD",0
2021-07-18,"DF","REF","Reference","Herbivore","Non plant",NA,0.24
2020-07-19,"GG","CO","Low","Open","Oxalis sp","ND",0
2021-07-18,"DF","MO","High","Open","Erigeron sp","ND",0
2021-07-18,"DF","MO","High","Open","Eriogonum longifolium","PD",0
2021-07-18,"DF","REF","Reference","Herbivore","Panicum sp","PD",0
2021-07-18,"DF","REF","Reference","Herbivore","Phyllanthus polygonoides",NA,0
2021-07-18,"GG","CO","Low","Open","Ambrosia psilostachya","PD",0.06
2021-07-18,"GG","CO","Low","Open","Andropogon sp","PD",0
2021-07-18,"DF","MO","High","Open","Gaura sp","PD",0
2021-07-18,"DF","MO","High","Open","Glandularia bipinnatifida","PD",0
2021-07-18,"DF","MO","High","Open","Houstonia pusilla","PD",0
2021-07-18,"DF","REF","Reference","Herbivore","Cassia marilandica","PY",0
2021-07-18,"DF","REF","Reference","Herbivore","Packera obovata","ND",0
2021-07-18,"DF","MO","High","Open","Hymenopappus tenuifolius",NA,0
2021-07-18,"DF","MO","High","Open","Krameria lanceolata","PD",0
2021-07-18,"DF","REF","Reference","Herbivore","Sisyrinchium sp","PD",0
2021-07-18,"DF","REF","Reference","Herbivore","Solidago sp","PD",0
2020-07-19,"GG","MH","High","Herbivore","Lesquerella sp","PD",0.19
2021-07-18,"DF","MO","High","Open","Linum sp","PD",0
2021-07-18,"GG","CO","Low","Open","Castilleja sp","PD",0
2021-07-18,"GG","CO","Low","Open","Cirsium texanum","PD",0
2021-07-18,"DF","MO","High","Open","Lolium perenne","PD",0
2021-07-18,"DF","MO","High","Open","Lamiaceae sp",NA,0
2021-07-18,"DF","REF","Reference","Herbivore","Unknown plant",NA,0.06
2021-07-18,"GG","CO","Low","Open","Dalea purpurea","PY",0
2020-07-19,"GG","MH","High","Herbivore","Nassella leucotricha","PD",0
2021-07-18,"GG","CO","Low","Open","Dyschoriste linearis",NA,0
2021-07-18,"DF","MO","High","Open","Non plant",NA,0.18
2021-07-18,"GG","CO","Low","Open","Eragrostis curtipedicellata","PD",0
2021-07-18,"DF","MO","High","Open","Opuntia sp","PD",0.06
2021-07-18,"DF","MO","High","Open","Paronychia jamesii",NA,0
2019-03-17,"GG","CH","Low","Herbivore","Allium sp","PD",0
2021-07-18,"DF","MO","High","Open","Phyllanthus polygonoides",NA,0
2019-03-17,"GG","CH","Low","Herbivore","Ambrosia psilostachya","PD",0.13
2021-07-18,"GG","CO","Low","Open","Evax verna","PD",0
2021-07-18,"DF","MO","High","Open","Pyrrhopappus carolinianus","PD",0
2021-07-18,"DF","MO","High","Open","Sabatia campestris","PD",0
2021-07-18,"DF","MO","High","Open","Scutellaria ovata","PD",0
2019-03-17,"GG","CH","Low","Herbivore","Asclepias verticillata","PD",0
2021-07-18,"GG","CO","Low","Open","Hedeoma drummondii",NA,0
2021-07-18,"DF","MO","High","Open","Setaria sp","PD",0
2021-07-18,"DF","MO","High","Open","Sida sp","PY",0.06
2019-03-17,"GG","CH","Low","Herbivore","Bothriochloa laguroides","PD",0
2019-03-17,"GG","CH","Low","Herbivore","Bothriochloa saccharoides","PD",0
2020-07-19,"GG","MH","High","Herbivore","Solidago sp","PD",0
2021-07-18,"DF","MO","High","Open","Stylosanthes biflora","PY",0
2019-03-17,"GG","CH","Low","Herbivore","Castilleja sp","PD",0
2019-03-17,"GG","CH","Low","Herbivore","Cirsium texanum","PD",0.06
2019-03-17,"GG","CH","Low","Herbivore","Trifolium sp","PY",0
2021-07-18,"DF","MO","High","Open","Tragia ramosa",NA,0
2021-07-18,"DF","MO","High","Open","Unknown plant",NA,0.06
2021-07-18,"GG","CO","Low","Open","Bryophyta sp",NA,0
2021-07-18,"GG","CO","Low","Open","Nassella leucotricha","PD",0
2020-07-19,"GG","MH","High","Herbivore","Verbena halei","PD",0
2021-07-18,"DF","MO","High","Open","Vicia sp","PY",0
2019-03-17,"GG","CH","Low","Herbivore","Eragrostis curtipedicellata","PD",0
2019-03-17,"GG","CH","Low","Herbivore","Eryngium leavenworthii","PD",0
2019-03-17,"DF","MS","High","Scavenger","Agalinis heterophylla","PD",0
2019-03-17,"DF","MS","High","Scavenger","Allium sp","PD",0
2019-03-17,"GG","CH","Low","Herbivore","Erioneuron pilosum",NA,0
2019-03-17,"GG","CH","Low","Herbivore","Chamaesyce sp",NA,0
2021-07-18,"GG","MH","High","Herbivore","Ambrosia psilostachya","PD",0
2019-03-17,"DF","MS","High","Scavenger","Apiaceae sp","PD",0
2019-03-17,"DF","MS","High","Scavenger","Aristida purpurea_Aristida purpurascens",NA,0
2019-03-17,"DF","MS","High","Scavenger","Asclepias asperula","ND",0
2019-03-17,"DF","MS","High","Scavenger","Asclepias verticillata","PD",0
2019-03-17,"GG","CH","Low","Herbivore","Hedeoma drummondii",NA,0
2019-03-17,"GG","CH","Low","Herbivore","Helianthus hirsutus","PD",0
2019-03-17,"DF","MS","High","Scavenger","Bothriochloa ischaemum","PD",0.06
2019-03-17,"GG","CH","Low","Herbivore","Krameria lanceolata","PD",0
2019-03-17,"DF","MS","High","Scavenger","Bothriochloa saccharoides","PD",0
2021-07-18,"GG","CO","Low","Open","Solidago sp","PD",0
2021-07-18,"GG","CO","Low","Open","Sporobolus compositus","PD",0
2019-03-17,"GG","CH","Low","Herbivore","Linum sp","PD",0
2021-07-18,"GG","CO","Low","Open","Thelesperma filifolium",NA,0.44
2019-03-17,"GG","CH","Low","Herbivore","Lobelia sp","PD",0
2019-03-17,"DF","MS","High","Scavenger","Convolvulus equitans","PY",0
2019-03-17,"DF","MS","High","Scavenger","Croton sp","PD",0
2019-03-17,"GG","CH","Low","Herbivore","Bryophyta sp",NA,0
2021-07-18,"GG","MH","High","Herbivore","Dalea purpurea","PY",0
2020-07-19,"GG","MS","High","Scavenger","Nassella leucotricha","PD",0
2019-03-17,"DF","MS","High","Scavenger","Engelmannia peristenia","PD",0
2019-03-17,"GG","CH","Low","Herbivore","Non plant",NA,0.06
2021-07-18,"GG","CO","Low","Open","Oxalis sp","ND",0
2019-03-17,"DF","MS","High","Scavenger","Erigeron sp","ND",0
2019-03-17,"DF","MS","High","Scavenger","Eriogonum longifolium","PD",0
2019-03-17,"GG","CH","Low","Herbivore","Panicum sp","PD",0
2019-03-17,"GG","CH","Low","Herbivore","Phyllanthus polygonoides",NA,0
2019-03-17,"GG","CS","Low","Scavenger","Ambrosia psilostachya","PD",0
2019-03-17,"GG","CS","Low","Scavenger","Andropogon sp","PD",0
2019-03-17,"DF","MS","High","Scavenger","Gaura sp","PD",0
2019-03-17,"DF","MS","High","Scavenger","Glandularia bipinnatifida","PD",0
2019-03-17,"DF","MS","High","Scavenger","Houstonia pusilla","PD",0
2019-03-17,"GG","CH","Low","Herbivore","Cassia marilandica","PY",0
2019-03-17,"GG","CH","Low","Herbivore","Packera obovata","ND",0
2019-03-17,"DF","MS","High","Scavenger","Hymenopappus tenuifolius",NA,0
2019-03-17,"DF","MS","High","Scavenger","Krameria lanceolata","PD",0
2019-03-17,"GG","CH","Low","Herbivore","Sisyrinchium sp","PD",0
2019-03-17,"GG","CH","Low","Herbivore","Solidago sp","PD",0
2021-07-18,"GG","MH","High","Herbivore","Lesquerella sp","PD",0
2019-03-17,"DF","MS","High","Scavenger","Linum sp","PD",0
2019-03-17,"GG","CS","Low","Scavenger","Castilleja sp","PD",0
2019-03-17,"GG","CS","Low","Scavenger","Cirsium texanum","PD",0
2019-03-17,"DF","MS","High","Scavenger","Lolium perenne","PD",0
2019-03-17,"DF","MS","High","Scavenger","Lamiaceae sp",NA,0
2019-03-17,"GG","CH","Low","Herbivore","Unknown plant",NA,0.62
2019-03-17,"GG","CS","Low","Scavenger","Dalea purpurea","PY",0
2021-07-18,"GG","MH","High","Herbivore","Nassella leucotricha","PD",0
2019-03-17,"GG","CS","Low","Scavenger","Dyschoriste linearis",NA,0
2019-03-17,"DF","MS","High","Scavenger","Non plant",NA,0.25
2019-03-17,"GG","CS","Low","Scavenger","Eragrostis curtipedicellata","PD",0
2019-03-17,"DF","MS","High","Scavenger","Opuntia sp","PD",0.06
2019-03-17,"DF","MS","High","Scavenger","Paronychia jamesii",NA,0
2019-04-21,"GG","CH","Low","Herbivore","Allium sp","PD",0
2019-03-17,"DF","MS","High","Scavenger","Phyllanthus polygonoides",NA,0
2019-04-21,"GG","CH","Low","Herbivore","Ambrosia psilostachya","PD",0.06
2019-03-17,"GG","CS","Low","Scavenger","Evax verna","PD",0
2019-03-17,"DF","MS","High","Scavenger","Pyrrhopappus carolinianus","PD",0
2019-03-17,"DF","MS","High","Scavenger","Sabatia campestris","PD",0
2019-03-17,"DF","MS","High","Scavenger","Scutellaria ovata","PD",0
2019-04-21,"GG","CH","Low","Herbivore","Asclepias verticillata","PD",0
2019-03-17,"GG","CS","Low","Scavenger","Hedeoma drummondii",NA,0
2019-03-17,"DF","MS","High","Scavenger","Setaria sp","PD",0
2019-03-17,"DF","MS","High","Scavenger","Sida sp","PY",0
2019-04-21,"GG","CH","Low","Herbivore","Bothriochloa laguroides","PD",0
2019-04-21,"GG","CH","Low","Herbivore","Bothriochloa saccharoides","PD",0
2021-07-18,"GG","MH","High","Herbivore","Solidago sp","PD",0
2019-03-17,"DF","MS","High","Scavenger","Stylosanthes biflora","PY",0
2019-04-21,"GG","CH","Low","Herbivore","Castilleja sp","PD",0
2019-04-21,"GG","CH","Low","Herbivore","Cirsium texanum","PD",0
2019-04-21,"GG","CH","Low","Herbivore","Trifolium sp","PY",0
2019-03-17,"DF","MS","High","Scavenger","Tragia ramosa",NA,0
2019-03-17,"DF","MS","High","Scavenger","Unknown plant",NA,0
2019-03-17,"GG","CS","Low","Scavenger","Bryophyta sp",NA,0
2019-03-17,"GG","CS","Low","Scavenger","Nassella leucotricha","PD",0
2021-07-18,"GG","MH","High","Herbivore","Verbena halei","PD",0
2019-03-17,"DF","MS","High","Scavenger","Vicia sp","PY",0
2019-04-21,"GG","CH","Low","Herbivore","Eragrostis curtipedicellata","PD",0
2019-04-21,"GG","CH","Low","Herbivore","Eryngium leavenworthii","PD",0
2019-04-21,"DF","MS","High","Scavenger","Agalinis heterophylla","PD",0
2019-04-21,"DF","MS","High","Scavenger","Allium sp","PD",0
2019-04-21,"GG","CH","Low","Herbivore","Erioneuron pilosum",NA,0
2019-04-21,"GG","CH","Low","Herbivore","Chamaesyce sp",NA,0
2019-03-17,"GG","MO","High","Open","Ambrosia psilostachya","PD",0.13
2019-04-21,"DF","MS","High","Scavenger","Apiaceae sp","PD",0
2019-04-21,"DF","MS","High","Scavenger","Aristida purpurea_Aristida purpurascens",NA,0
2019-04-21,"DF","MS","High","Scavenger","Asclepias asperula","ND",0
2019-04-21,"DF","MS","High","Scavenger","Asclepias verticillata","PD",0
2019-04-21,"GG","CH","Low","Herbivore","Hedeoma drummondii",NA,0
2019-04-21,"GG","CH","Low","Herbivore","Helianthus hirsutus","PD",0
2019-04-21,"DF","MS","High","Scavenger","Bothriochloa ischaemum","PD",0
2019-04-21,"GG","CH","Low","Herbivore","Krameria lanceolata","PD",0
2019-04-21,"DF","MS","High","Scavenger","Bothriochloa saccharoides","PD",0
2019-03-17,"GG","CS","Low","Scavenger","Solidago sp","PD",0.06
2019-03-17,"GG","CS","Low","Scavenger","Sporobolus compositus","PD",0
2019-04-21,"GG","CH","Low","Herbivore","Linum sp","PD",0
2019-03-17,"GG","CS","Low","Scavenger","Thelesperma filifolium",NA,0.06
2019-04-21,"GG","CH","Low","Herbivore","Lobelia sp","PD",0
2019-04-21,"DF","MS","High","Scavenger","Convolvulus equitans","PY",0
2019-04-21,"DF","MS","High","Scavenger","Croton sp","PD",0
2019-04-21,"GG","CH","Low","Herbivore","Bryophyta sp",NA,0
2019-03-17,"GG","MO","High","Open","Dalea purpurea","PY",0
2021-07-18,"GG","MS","High","Scavenger","Nassella leucotricha","PD",0
2019-04-21,"DF","MS","High","Scavenger","Engelmannia peristenia","PD",0
2019-04-21,"GG","CH","Low","Herbivore","Non plant",NA,0
2019-03-17,"GG","CS","Low","Scavenger","Oxalis sp","ND",0
2019-04-21,"DF","MS","High","Scavenger","Erigeron sp","ND",0
2019-04-21,"DF","MS","High","Scavenger","Eriogonum longifolium","PD",0
2019-04-21,"GG","CH","Low","Herbivore","Panicum sp","PD",0.06
2019-04-21,"GG","CH","Low","Herbivore","Phyllanthus polygonoides",NA,0
2019-04-21,"GG","CS","Low","Scavenger","Ambrosia psilostachya","PD",0
2019-04-21,"GG","CS","Low","Scavenger","Andropogon sp","PD",0
2019-04-21,"DF","MS","High","Scavenger","Gaura sp","PD",0
2019-04-21,"DF","MS","High","Scavenger","Glandularia bipinnatifida","PD",0
2019-04-21,"DF","MS","High","Scavenger","Houstonia pusilla","PD",0
2019-04-21,"GG","CH","Low","Herbivore","Cassia marilandica","PY",0
2019-04-21,"GG","CH","Low","Herbivore","Packera obovata","ND",0
2019-04-21,"DF","MS","High","Scavenger","Hymenopappus tenuifolius",NA,0
2019-04-21,"DF","MS","High","Scavenger","Krameria lanceolata","PD",0
2019-04-21,"GG","CH","Low","Herbivore","Sisyrinchium sp","PD",0
2019-04-21,"GG","CH","Low","Herbivore","Solidago sp","PD",0
2019-03-17,"GG","MO","High","Open","Lesquerella sp","PD",0
2019-04-21,"DF","MS","High","Scavenger","Linum sp","PD",0
2019-04-21,"GG","CS","Low","Scavenger","Castilleja sp","PD",0.13
2019-04-21,"GG","CS","Low","Scavenger","Cirsium texanum","PD",0
2019-04-21,"DF","MS","High","Scavenger","Lolium perenne","PD",0
2019-04-21,"DF","MS","High","Scavenger","Lamiaceae sp",NA,0
2019-04-21,"GG","CH","Low","Herbivore","Unknown plant",NA,0
2019-04-21,"GG","CS","Low","Scavenger","Dalea purpurea","PY",0
2019-03-17,"GG","MO","High","Open","Nassella leucotricha","PD",0
2019-04-21,"GG","CS","Low","Scavenger","Dyschoriste linearis",NA,0
2019-04-21,"DF","MS","High","Scavenger","Non plant",NA,0.13
2019-04-21,"GG","CS","Low","Scavenger","Eragrostis curtipedicellata","PD",0
2019-04-21,"DF","MS","High","Scavenger","Opuntia sp","PD",0.06
2019-04-21,"DF","MS","High","Scavenger","Paronychia jamesii",NA,0
2019-05-05,"GG","CH","Low","Herbivore","Allium sp","PD",0
2019-04-21,"DF","MS","High","Scavenger","Phyllanthus polygonoides",NA,0
2019-05-05,"GG","CH","Low","Herbivore","Ambrosia psilostachya","PD",0
2019-04-21,"GG","CS","Low","Scavenger","Evax verna","PD",0
2019-04-21,"DF","MS","High","Scavenger","Pyrrhopappus carolinianus","PD",0
2019-04-21,"DF","MS","High","Scavenger","Sabatia campestris","PD",0
2019-04-21,"DF","MS","High","Scavenger","Scutellaria ovata","PD",0
2019-05-05,"GG","CH","Low","Herbivore","Asclepias verticillata","PD",0
2019-04-21,"GG","CS","Low","Scavenger","Hedeoma drummondii",NA,0
2019-04-21,"DF","MS","High","Scavenger","Setaria sp","PD",0
2019-04-21,"DF","MS","High","Scavenger","Sida sp","PY",0
2019-05-05,"GG","CH","Low","Herbivore","Bothriochloa laguroides","PD",0
2019-05-05,"GG","CH","Low","Herbivore","Bothriochloa saccharoides","PD",0
2019-03-17,"GG","MO","High","Open","Solidago sp","PD",0
2019-04-21,"DF","MS","High","Scavenger","Stylosanthes biflora","PY",0
2019-05-05,"GG","CH","Low","Herbivore","Castilleja sp","PD",0
2019-05-05,"GG","CH","Low","Herbivore","Cirsium texanum","PD",0
2019-05-05,"GG","CH","Low","Herbivore","Trifolium sp","PY",0
2019-04-21,"DF","MS","High","Scavenger","Tragia ramosa",NA,0
2019-04-21,"DF","MS","High","Scavenger","Unknown plant",NA,0
2019-04-21,"GG","CS","Low","Scavenger","Bryophyta sp",NA,0
2019-04-21,"GG","CS","Low","Scavenger","Nassella leucotricha","PD",0
2019-03-17,"GG","MO","High","Open","Verbena halei","PD",0
2019-04-21,"DF","MS","High","Scavenger","Vicia sp","PY",0
2019-05-05,"GG","CH","Low","Herbivore","Eragrostis curtipedicellata","PD",0
2019-05-05,"GG","CH","Low","Herbivore","Eryngium leavenworthii","PD",0
2019-05-05,"DF","MS","High","Scavenger","Agalinis heterophylla","PD",0
2019-05-05,"DF","MS","High","Scavenger","Allium sp","PD",0
2019-05-05,"GG","CH","Low","Herbivore","Erioneuron pilosum",NA,0
2019-05-05,"GG","CH","Low","Herbivore","Chamaesyce sp",NA,0
2019-04-21,"GG","MO","High","Open","Ambrosia psilostachya","PD",0.25
2019-05-05,"DF","MS","High","Scavenger","Apiaceae sp","PD",0
2019-05-05,"DF","MS","High","Scavenger","Aristida purpurea_Aristida purpurascens",NA,0
2019-05-05,"DF","MS","High","Scavenger","Asclepias asperula","ND",0
2019-05-05,"DF","MS","High","Scavenger","Asclepias verticillata","PD",0
2019-05-05,"GG","CH","Low","Herbivore","Hedeoma drummondii",NA,0
2019-05-05,"GG","CH","Low","Herbivore","Helianthus hirsutus","PD",0
2019-05-05,"DF","MS","High","Scavenger","Bothriochloa ischaemum","PD",0
2019-05-05,"GG","CH","Low","Herbivore","Krameria lanceolata","PD",0
2019-05-05,"DF","MS","High","Scavenger","Bothriochloa saccharoides","PD",0
2019-04-21,"GG","CS","Low","Scavenger","Solidago sp","PD",0
2019-04-21,"GG","CS","Low","Scavenger","Sporobolus compositus","PD",0
2019-05-05,"GG","CH","Low","Herbivore","Linum sp","PD",0
2019-04-21,"GG","CS","Low","Scavenger","Thelesperma filifolium",NA,0.13
2019-05-05,"GG","CH","Low","Herbivore","Lobelia sp","PD",0
2019-05-05,"DF","MS","High","Scavenger","Convolvulus equitans","PY",0
2019-05-05,"DF","MS","High","Scavenger","Croton sp","PD",0
2019-05-05,"GG","CH","Low","Herbivore","Bryophyta sp",NA,0
2019-04-21,"GG","MO","High","Open","Dalea purpurea","PY",0
2019-04-21,"GG","REF","Reference","Herbivore","Nassella leucotricha","PD",0
2019-05-05,"DF","MS","High","Scavenger","Engelmannia peristenia","PD",0
2019-05-05,"GG","CH","Low","Herbivore","Non plant",NA,0
2019-04-21,"GG","CS","Low","Scavenger","Oxalis sp","ND",0
2019-05-05,"DF","MS","High","Scavenger","Erigeron sp","ND",0
2019-05-05,"DF","MS","High","Scavenger","Eriogonum longifolium","PD",0
2019-05-05,"GG","CH","Low","Herbivore","Panicum sp","PD",0.19
2019-05-05,"GG","CH","Low","Herbivore","Phyllanthus polygonoides",NA,0
2019-05-05,"GG","CS","Low","Scavenger","Ambrosia psilostachya","PD",0
2019-05-05,"GG","CS","Low","Scavenger","Andropogon sp","PD",0
2019-05-05,"DF","MS","High","Scavenger","Gaura sp","PD",0
2019-05-05,"DF","MS","High","Scavenger","Glandularia bipinnatifida","PD",0
2019-05-05,"DF","MS","High","Scavenger","Houstonia pusilla","PD",0
2019-05-05,"GG","CH","Low","Herbivore","Cassia marilandica","PY",0
2019-05-05,"GG","CH","Low","Herbivore","Packera obovata","ND",0
2019-05-05,"DF","MS","High","Scavenger","Hymenopappus tenuifolius",NA,0
2019-05-05,"DF","MS","High","Scavenger","Krameria lanceolata","PD",0
2019-05-05,"GG","CH","Low","Herbivore","Sisyrinchium sp","PD",0
2019-05-05,"GG","CH","Low","Herbivore","Solidago sp","PD",0
2019-04-21,"GG","MO","High","Open","Lesquerella sp","PD",0
2019-05-05,"DF","MS","High","Scavenger","Linum sp","PD",0
2019-05-05,"GG","CS","Low","Scavenger","Castilleja sp","PD",0.25
2019-05-05,"GG","CS","Low","Scavenger","Cirsium texanum","PD",0
2019-05-05,"DF","MS","High","Scavenger","Lolium perenne","PD",0
2019-05-05,"DF","MS","High","Scavenger","Lamiaceae sp",NA,0
2019-05-05,"GG","CH","Low","Herbivore","Unknown plant",NA,0
2019-05-05,"GG","CS","Low","Scavenger","Dalea purpurea","PY",0
2019-04-21,"GG","MO","High","Open","Nassella leucotricha","PD",0
2019-05-05,"GG","CS","Low","Scavenger","Dyschoriste linearis",NA,0
2019-05-05,"DF","MS","High","Scavenger","Non plant",NA,0.31
2019-05-05,"GG","CS","Low","Scavenger","Eragrostis curtipedicellata","PD",0
2019-05-05,"DF","MS","High","Scavenger","Opuntia sp","PD",0.06
2019-05-05,"DF","MS","High","Scavenger","Paronychia jamesii",NA,0
2019-06-02,"GG","CH","Low","Herbivore","Allium sp","PD",0
2019-05-05,"DF","MS","High","Scavenger","Phyllanthus polygonoides",NA,0
2019-06-02,"GG","CH","Low","Herbivore","Ambrosia psilostachya","PD",0.19
2019-05-05,"GG","CS","Low","Scavenger","Evax verna","PD",0
2019-05-05,"DF","MS","High","Scavenger","Pyrrhopappus carolinianus","PD",0
2019-05-05,"DF","MS","High","Scavenger","Sabatia campestris","PD",0
2019-05-05,"DF","MS","High","Scavenger","Scutellaria ovata","PD",0
2019-06-02,"GG","CH","Low","Herbivore","Asclepias verticillata","PD",0
2019-05-05,"GG","CS","Low","Scavenger","Hedeoma drummondii",NA,0
2019-05-05,"DF","MS","High","Scavenger","Setaria sp","PD",0
2019-05-05,"DF","MS","High","Scavenger","Sida sp","PY",0
2019-06-02,"GG","CH","Low","Herbivore","Bothriochloa laguroides","PD",0
2019-06-02,"GG","CH","Low","Herbivore","Bothriochloa saccharoides","PD",0
2019-04-21,"GG","MO","High","Open","Solidago sp","PD",0
2019-05-05,"DF","MS","High","Scavenger","Stylosanthes biflora","PY",0
2019-06-02,"GG","CH","Low","Herbivore","Castilleja sp","PD",0.06
2019-06-02,"GG","CH","Low","Herbivore","Cirsium texanum","PD",0
2019-06-02,"GG","CH","Low","Herbivore","Trifolium sp","PY",0
2019-05-05,"DF","MS","High","Scavenger","Tragia ramosa",NA,0.06
2019-05-05,"DF","MS","High","Scavenger","Unknown plant",NA,0
2019-05-05,"GG","CS","Low","Scavenger","Bryophyta sp",NA,0
2019-05-05,"GG","CS","Low","Scavenger","Nassella leucotricha","PD",0
2019-04-21,"GG","MO","High","Open","Verbena halei","PD",0
2019-05-05,"DF","MS","High","Scavenger","Vicia sp","PY",0
2019-06-02,"GG","CH","Low","Herbivore","Eragrostis curtipedicellata","PD",0
2019-06-02,"GG","CH","Low","Herbivore","Eryngium leavenworthii","PD",0
2019-06-02,"DF","MS","High","Scavenger","Agalinis heterophylla","PD",0
2019-06-02,"DF","MS","High","Scavenger","Allium sp","PD",0
2019-06-02,"GG","CH","Low","Herbivore","Erioneuron pilosum",NA,0
2019-06-02,"GG","CH","Low","Herbivore","Chamaesyce sp",NA,0
2019-05-05,"GG","MO","High","Open","Ambrosia psilostachya","PD",0.31
2019-06-02,"DF","MS","High","Scavenger","Apiaceae sp","PD",0
2019-06-02,"DF","MS","High","Scavenger","Aristida purpurea_Aristida purpurascens",NA,0.19
2019-06-02,"DF","MS","High","Scavenger","Asclepias asperula","ND",0
2019-06-02,"DF","MS","High","Scavenger","Asclepias verticillata","PD",0
2019-06-02,"GG","CH","Low","Herbivore","Hedeoma drummondii",NA,0
2019-06-02,"GG","CH","Low","Herbivore","Helianthus hirsutus","PD",0
2019-06-02,"DF","MS","High","Scavenger","Bothriochloa ischaemum","PD",0
2019-06-02,"GG","CH","Low","Herbivore","Krameria lanceolata","PD",0
2019-06-02,"DF","MS","High","Scavenger","Bothriochloa saccharoides","PD",0
2019-05-05,"GG","CS","Low","Scavenger","Solidago sp","PD",0
2019-05-05,"GG","CS","Low","Scavenger","Sporobolus compositus","PD",0
2019-06-02,"GG","CH","Low","Herbivore","Linum sp","PD",0
2019-05-05,"GG","CS","Low","Scavenger","Thelesperma filifolium",NA,0.25
2019-06-02,"GG","CH","Low","Herbivore","Lobelia sp","PD",0
2019-06-02,"DF","MS","High","Scavenger","Convolvulus equitans","PY",0
2019-06-02,"DF","MS","High","Scavenger","Croton sp","PD",0
2019-06-02,"GG","CH","Low","Herbivore","Bryophyta sp",NA,0
2019-05-05,"GG","MO","High","Open","Dalea purpurea","PY",0
2019-05-05,"GG","REF","Reference","Herbivore","Nassella leucotricha","PD",0
2019-06-02,"DF","MS","High","Scavenger","Engelmannia peristenia","PD",0
2019-06-02,"GG","CH","Low","Herbivore","Non plant",NA,0
2019-05-05,"GG","CS","Low","Scavenger","Oxalis sp","ND",0
2019-06-02,"DF","MS","High","Scavenger","Erigeron sp","ND",0
2019-06-02,"DF","MS","High","Scavenger","Eriogonum longifolium","PD",0
2019-06-02,"GG","CH","Low","Herbivore","Panicum sp","PD",0.25
2019-06-02,"GG","CH","Low","Herbivore","Phyllanthus polygonoides",NA,0
2019-06-02,"GG","CS","Low","Scavenger","Ambrosia psilostachya","PD",0
2019-06-02,"GG","CS","Low","Scavenger","Andropogon sp","PD",0
2019-06-02,"DF","MS","High","Scavenger","Gaura sp","PD",0.06
2019-06-02,"DF","MS","High","Scavenger","Glandularia bipinnatifida","PD",0
2019-06-02,"DF","MS","High","Scavenger","Houstonia pusilla","PD",0
2019-06-02,"GG","CH","Low","Herbivore","Cassia marilandica","PY",0
2019-06-02,"GG","CH","Low","Herbivore","Packera obovata","ND",0
2019-06-02,"DF","MS","High","Scavenger","Hymenopappus tenuifolius",NA,0
2019-06-02,"DF","MS","High","Scavenger","Krameria lanceolata","PD",0
2019-06-02,"GG","CH","Low","Herbivore","Sisyrinchium sp","PD",0
2019-06-02,"GG","CH","Low","Herbivore","Solidago sp","PD",0
2019-05-05,"GG","MO","High","Open","Lesquerella sp","PD",0
2019-06-02,"DF","MS","High","Scavenger","Linum sp","PD",0
2019-06-02,"GG","CS","Low","Scavenger","Castilleja sp","PD",0
2019-06-02,"GG","CS","Low","Scavenger","Cirsium texanum","PD",0
2019-06-02,"DF","MS","High","Scavenger","Lolium perenne","PD",0
